word,fields,sum,brillouin
premis,"{'8': 1, '6': 3, '4': 4, '12': 2, '7': 2, '2': 1, '13': 2}",15,0.6036698088024138
roll,"{'2': 6, '3': 3, '6': 6, '9': 1, '8': 1, '13': 4, '25': 2}",23,0.6190624759925941
school,"{'13': 2, '6': 1, '7': 1}",4,0.26979531151190617
bit,"{'3': 1, '4': 10, '5': 5, '6': 3}",19,0.40357889957398274
bite,"{'3': 4, '13': 3, '6': 7, '4': 10, '5': 4, '2': 2, '10': 1}",31,0.6391362732247367
consum,"{'7': 9, '6': 12, '4': 4, '13': 9, '33': 1, '35': 1, '1': 1}",37,0.5934773676118044
mirror,"{'6': 5, '2': 4, '3': 2, '34': 1, '9': 3, '13': 7, '10': 1, '11': 1, '15': 1, '12': 1, '7': 1, '21': 1}",28,0.7586834482876686
offset,"{'2': 3, '10': 2, '13': 3, '6': 2, '7': 2, '3': 3, '4': 6, '5': 2}",23,0.6963733999223176
robot,"{'2': 10, '3': 1, '4': 12, '6': 30, '12': 14, '13': 68, '25': 34, '7': 9, '33': 2, '10': 2, '11': 1, '9': 2, '5': 2}",187,0.7749938108616645
surveil,"{'4': 3, '13': 5, '3': 1, '6': 5, '12': 1, '2': 2, '9': 1, '7': 1, '16': 1}",20,0.6574290439367421
publish,"{'4': 2, '6': 3, '7': 3, '13': 3}",11,0.45142472465637334
administr,"{'11': 1, '13': 19, '6': 9, '7': 11, '12': 2, '2': 1, '4': 1, '15': 1, '24': 1}",46,0.5911636157610146
atm,{},0,
cart,"{'32': 3, '7': 7, '6': 12, '13': 14, '4': 4, '33': 1, '31': 1, '2': 6}",48,0.6823966238955229
commerc,"{'4': 2, '7': 2, '13': 2, '6': 2}",8,0.42517506759769297
credit,"{'3': 1, '6': 6, '7': 6, '13': 3}",16,0.4267377094083215
crystal,"{'8': 2, '6': 6, '24': 1, '9': 5, '13': 8, '2': 3, '12': 1, '1': 1, '3': 1}",28,0.6736759039408255
employe,"{'6': 2, '13': 8, '7': 6, '4': 2, '2': 1}",19,0.4747464005272124
intern,"{'12': 3, '13': 14, '6': 7, '3': 3, '2': 1, '10': 1, '7': 4, '25': 1, '4': 1}",35,0.6409965719245194
reduct,"{'13': 4, '6': 6, '7': 1}",11,0.3057829072629222
revenu,"{'7': 2, '6': 1}",3,0.1590404182398875
student,"{'12': 3, '4': 1, '6': 6, '7': 3, '2': 1, '13': 6, '3': 1}",21,0.5922560199038958
bar,"{'6': 11, '12': 1, '13': 3, '7': 1, '34': 1, '4': 1, '2': 1}",19,0.45819935014710905
enterpris,"{'6': 11, '7': 5, '2': 2, '4': 4, '13': 6, '12': 1}",29,0.5768147628385021
accessori,"{'1': 2, '10': 2, '6': 10, '2': 3, '3': 8, '4': 6, '34': 3, '7': 1, '13': 2, '25': 1, '12': 1}",39,0.7648096547775166
belt,"{'13': 29, '33': 1, '25': 1, '34': 2, '29': 1, '6': 2, '2': 2, '4': 2, '3': 1, '10': 2, '7': 1, '31': 1}",45,0.5250249569464147
chain,"{'6': 18, '13': 15, '7': 5, '4': 8, '3': 1, '12': 1, '16': 1}",49,0.5750318870870739
distinguish,"{'2': 2, '3': 2, '4': 1, '6': 5, '9': 1, '10': 1, '16': 1, '11': 1, '15': 1, '13': 1}",16,0.6649611472752336
fit,"{'10': 1, '28': 1, '13': 8, '6': 5, '33': 4, '7': 2, '12': 1, '4': 2}",24,0.630238861151599
headset,"{'2': 3, '13': 6, '34': 1, '3': 1, '4': 1, '6': 1}",13,0.47375358227496683
miniatur,"{'6': 1, '13': 1}",2,0.1505149978319906
necklac,{},0,
printer,"{'6': 12, '28': 1, '13': 8, '4': 2, '7': 4, '33': 1, '12': 1, '3': 2}",31,0.6015126789742036
ring,"{'13': 20, '2': 2, '6': 3, '3': 3, '33': 1, '10': 2, '34': 2, '1': 1, '12': 3}",37,0.5814883383287569
shoe,"{'13': 6, '34': 3, '7': 1, '29': 1, '6': 2, '4': 2, '32': 1, '1': 1, '11': 1, '23': 1, '24': 1, '10': 1}",21,0.736704770165179
watch,"{'10': 4, '13': 9, '6': 2, '3': 1, '34': 2, '4': 1, '12': 1}",20,0.5422045175480676
guarante,"{'6': 2, '7': 2, '4': 1}",5,0.29542425094393243
adequ,{},0,
amplif,"{'4': 1, '12': 1, '13': 4, '5': 3, '6': 3, '2': 2, '33': 1, '3': 1, '8': 1, '11': 1}",18,0.698266515673224
contact,"{'6': 14, '34': 1, '13': 12, '3': 9, '2': 6, '4': 6, '7': 4, '10': 2, '1': 1, '12': 1}",56,0.754918824265423
coordin,"{'12': 4, '13': 12, '7': 11, '4': 6, '6': 22, '32': 1, '3': 3, '2': 2, '10': 2}",63,0.7039241693483621
cord,"{'3': 1, '12': 1, '13': 3, '16': 1, '15': 1}",7,0.417754183723126
daili,"{'4': 1, '13': 5, '6': 4, '7': 2, '3': 1, '12': 1, '25': 1}",15,0.5570718085133459
difficulti,{'13': 1},1,0.0
general,"{'6': 13, '13': 7, '7': 2, '4': 3, '3': 1}",26,0.46268180492012545
ill,"{'6': 8, '13': 10, '7': 3, '2': 1, '3': 1, '4': 1}",24,0.49371961931104713
muscl,"{'13': 16, '6': 9, '2': 1, '10': 1, '15': 1, '16': 1, '7': 1}",30,0.45144258160898676
onlin,"{'4': 11, '13': 60, '3': 1, '6': 34, '7': 19, '12': 3, '2': 3, '10': 1, '25': 1}",133,0.5980413363200792
pace,"{'7': 1, '13': 4}",5,0.13979400086720375
pad,"{'13': 7, '4': 1, '5': 1, '6': 4, '1': 3, '2': 4, '3': 3, '8': 1, '7': 1}",25,0.686859606327962
parkinson,"{'13': 11, '6': 3, '12': 1}",15,0.24914617618031584
passiv,"{'13': 6, '6': 2, '7': 1, '3': 2, '10': 1}",12,0.43507870636028434
promot,"{'6': 2, '19': 1, '23': 1, '13': 1, '7': 1}",6,0.42605041679454786
speaker,"{'13': 10, '6': 31, '7': 4, '3': 18, '2': 29, '4': 6, '12': 2, '34': 2, '1': 1, '9': 1, '25': 3, '10': 1, '27': 1}",109,0.7643495902546199
spinal,"{'29': 1, '13': 5, '6': 1, '16': 1, '15': 1}",9,0.3867313096476855
spring,"{'7': 1, '6': 7, '12': 2, '13': 2, '31': 1}",13,0.42229152220123023
strength,"{'4': 4, '3': 3, '6': 4, '33': 2, '7': 2, '13': 5, '2': 2, '9': 1, '12': 1}",24,0.7196608626381922
task,"{'7': 29, '6': 50, '32': 1, '33': 4, '12': 7, '13': 27, '4': 13, '9': 1, '2': 1, '1': 1, '25': 1}",135,0.6821208149084963
transient,"{'6': 1, '7': 1, '3': 1}",3,0.25938375012788123
wrist,"{'13': 38, '6': 15, '12': 7, '7': 5, '10': 5, '3': 10, '4': 10, '34': 3, '25': 1, '1': 1}",95,0.7307432525422854
aid,"{'6': 15, '13': 18, '7': 9, '4': 7, '2': 2, '3': 2, '32': 1, '19': 1}",55,0.6421197548925125
cardiologist,{},0,
expert,"{'2': 2, '13': 34, '6': 19, '4': 6, '7': 4, '1': 1, '12': 1, '10': 1}",68,0.5338327197927624
mainfram,"{'33': 1, '13': 1}",2,0.1505149978319906
microprocessor,"{'13': 40, '6': 24, '12': 16, '11': 1, '2': 17, '3': 18, '4': 15, '10': 18, '25': 1, '24': 1, '33': 1, '34': 2}",154,0.8304134779432015
radiologist,"{'6': 7, '7': 4, '13': 4}",15,0.3769097727503109
specialist,"{'7': 9, '4': 3, '13': 16, '6': 10, '2': 2, '12': 1}",41,0.5611000492510992
surgeon,"{'2': 1, '4': 1, '6': 2, '7': 2, '9': 1, '13': 3}",10,0.5179551791165189
technician,"{'9': 1, '2': 1, '12': 1, '13': 3, '6': 1}",7,0.417754183723126
veterinarian,"{'29': 2, '13': 3, '6': 2, '7': 2, '3': 1}",10,0.4878521795501206
attribut,"{'13': 39, '7': 9, '6': 69, '3': 7, '1': 1, '2': 15, '4': 9, '8': 3, '9': 2, '21': 1, '33': 2, '12': 1, '23': 1, '11': 1}",160,0.698824354457219
loop,"{'7': 2, '13': 6, '1': 1, '4': 3, '6': 6, '10': 1, '29': 1, '3': 5, '12': 1, '5': 2, '2': 2}",30,0.7649524199546657
temporarili,"{'13': 2, '6': 3, '7': 2, '3': 2, '4': 3, '2': 2}",14,0.584284704903179
ambulatori,"{'13': 15, '6': 6, '4': 1, '7': 1, '10': 1, '12': 2}",26,0.43579834321489397
date,"{'6': 6, '7': 7, '4': 2, '12': 1, '13': 9, '24': 1}",26,0.5455793448226278
financi,"{'6': 4, '4': 2, '13': 2, '7': 3}",11,0.44006665769198244
inpati,"{'7': 2, '6': 4, '13': 6, '4': 1, '12': 1}",14,0.45727390130434736
veterinari,"{'13': 6, '29': 1, '6': 2, '7': 5, '4': 1, '2': 1}",16,0.5051922409772782
chronic,"{'6': 23, '3': 2, '4': 2, '7': 2, '13': 39, '10': 1, '34': 1, '28': 1, '12': 1}",72,0.4744698109522088
expect,"{'7': 2, '4': 4, '6': 4, '13': 3}",13,0.45805204514758796
intens,"{'6': 13, '13': 11, '7': 6, '4': 1, '10': 1, '12': 5, '32': 1, '33': 2, '3': 4, '24': 1, '2': 4, '9': 2, '1': 1}",52,0.8117733873182732
molecular,"{'13': 4, '6': 5, '4': 1, '11': 1, '3': 1, '12': 1, '20': 1}",14,0.5343582760220349
pull,"{'6': 2, '33': 1, '13': 2}",5,0.29542425094393243
reason,"{'7': 1, '6': 5, '13': 7, '1': 1, '3': 1, '4': 1}",16,0.47118798820538593
stay,{'13': 2},2,0.0
fee,"{'9': 1, '2': 3, '4': 1, '13': 6, '3': 1, '6': 3, '7': 7, '12': 1}",23,0.621583864991624
graph,"{'6': 36, '7': 7, '13': 31, '3': 1, '4': 2, '5': 1}",78,0.45596145120807835
pharmaci,"{'7': 13, '6': 21, '13': 23, '4': 4, '12': 1, '3': 1}",63,0.5397128099236292
screenshot,{'13': 1},1,0.0
verif,"{'13': 28, '6': 38, '7': 13, '12': 6, '4': 12, '3': 2}",99,0.6074178039397969
stop,"{'13': 1, '6': 6, '4': 5, '2': 2, '3': 2, '1': 1}",17,0.5301467518441614
bias,"{'2': 1, '5': 2, '8': 1, '10': 3, '13': 1, '24': 1, '3': 3, '6': 3, '4': 1, '1': 1}",17,0.7009167510789815
consol,"{'13': 8, '7': 2, '9': 3, '3': 4, '33': 3, '6': 7, '2': 3, '12': 1, '25': 2}",33,0.7367881709964935
fatigu,"{'13': 5, '7': 2}",7,0.1888884706762742
interfer,"{'1': 2, '4': 16, '13': 1, '3': 14, '6': 2, '12': 1}",36,0.46409575588729435
phrase,"{'6': 11, '7': 2, '12': 1, '13': 4, '3': 1}",19,0.41066829820016465
transcript,"{'12': 1, '6': 8, '3': 1, '13': 3, '4': 1, '15': 1}",15,0.4488551891534858
bluetooth,"{'13': 31, '3': 11, '4': 13, '7': 5, '6': 6, '10': 4, '2': 2, '12': 3, '34': 4}",79,0.7198109172199167
cdma,"{'6': 2, '7': 2}",4,0.19453781259591088
divis,"{'13': 3, '6': 4, '4': 11, '3': 3, '10': 1, '7': 1}",23,0.5162967377364139
gprs,"{'4': 9, '13': 27, '3': 6, '6': 5, '2': 1, '12': 1}",49,0.49491521024113166
gsm,"{'13': 9, '3': 3, '12': 3, '6': 1, '10': 1, '34': 1, '7': 1}",19,0.5246857414510343
infrastructur,"{'6': 6, '7': 4, '4': 6, '13': 6, '34': 1, '10': 1}",24,0.5766873724649011
phr,"{'13': 8, '6': 11, '7': 6, '4': 6}",31,0.5159251785298377
affect,"{'7': 1, '6': 3, '13': 2}",6,0.29635854173060727
busi,"{'6': 12, '7': 8, '4': 2, '13': 5}",27,0.4581820022864135
submit,"{'6': 8, '7': 4, '13': 3, '4': 1}",16,0.40979603614041293
encrypt,"{'4': 59, '6': 84, '13': 37, '7': 23, '2': 3, '12': 3, '3': 3}",212,0.6043731523923069
password,"{'7': 5, '4': 11, '6': 9, '3': 2, '13': 3, '12': 1}",31,0.5676045330888042
patent,"{'4': 1, '6': 4, '7': 1, '13': 2}",8,0.3655349107577352
pharmaceut,"{'6': 13, '7': 11, '13': 12, '3': 1, '4': 1, '11': 1, '15': 1, '12': 1}",41,0.5719184372284992
warehous,"{'4': 1, '6': 8, '7': 8, '25': 1, '2': 2, '3': 1, '12': 3, '13': 5}",29,0.6405908717667541
exact,"{'13': 1, '6': 1, '7': 1}",3,0.25938375012788123
introduc,"{'1': 2, '2': 1, '6': 2, '9': 2, '10': 2, '13': 3, '7': 1, '3': 2}",15,0.65554655882799
iphon,"{'1': 1, '3': 1, '4': 1, '13': 1}",4,0.3450528104279015
lot,"{'13': 2, '6': 2}",4,0.19453781259591088
privat,"{'7': 7, '6': 18, '4': 13, '13': 13, '12': 1, '25': 1, '35': 1}",54,0.5975182561507988
rtm,"{'3': 15, '13': 9, '6': 37, '7': 10, '4': 21, '2': 14, '1': 3, '31': 1, '10': 4, '9': 3, '12': 1, '34': 3, '27': 1}",122,0.8299701577180939
add,"{'6': 7, '2': 3, '13': 6, '7': 1, '8': 1, '9': 1, '3': 1, '11': 1, '12': 1, '4': 1, '30': 1}",24,0.6856163077876083
charact,"{'6': 43, '7': 7, '13': 17, '4': 6, '2': 4, '5': 1, '3': 2}",80,0.5410188533279564
delet,"{'6': 16, '13': 6, '7': 7, '3': 3, '4': 2, '12': 1}",35,0.5444191078756163
divid,"{'2': 1, '13': 3, '6': 5, '10': 1, '11': 2, '3': 1, '4': 2, '5': 1}",16,0.616326694126256
newli,"{'6': 3, '13': 1, '12': 1}",5,0.2602059991327962
trial,"{'6': 28, '7': 14, '13': 28, '3': 2, '4': 1}",73,0.4854876540904779
alloc,"{'6': 11, '13': 4, '7': 3, '4': 11, '3': 4, '10': 1}",34,0.5802729245330337
cabinet,"{'7': 7, '6': 16, '4': 3, '13': 25, '1': 2, '12': 14, '33': 4, '23': 2, '10': 3, '35': 2, '2': 3, '3': 2, '25': 2}",85,0.8244221619482835
cycl,"{'13': 11, '6': 7, '7': 3, '3': 2, '4': 5, '5': 1, '12': 1}",30,0.5987237109449975
download,"{'4': 8, '6': 10, '13': 8, '7': 3, '3': 2}",31,0.5504850465471173
incent,"{'7': 3, '6': 3, '13': 2}",8,0.34352350337577503
market,"{'13': 6, '6': 6, '7': 6, '1': 1, '16': 1, '12': 1}",21,0.5303022105865633
offer,"{'3': 1, '13': 4, '6': 3, '7': 4}",12,0.42848026918964904
overview,"{'13': 1, '6': 1}",2,0.1505149978319906
particip,"{'7': 10, '6': 12, '13': 12, '2': 1, '4': 6, '12': 1}",42,0.5802359228047658
prescript,"{'6': 44, '4': 9, '7': 36, '12': 5, '13': 61, '10': 1, '2': 2, '3': 1, '34': 1}",160,0.6064552674077286
summar,"{'6': 11, '13': 10, '7': 2, '4': 2, '31': 1}",26,0.45548616479100457
websit,"{'13': 4, '6': 12, '7': 4, '4': 5}",25,0.46682819941126374
scanner,"{'12': 2, '6': 13, '7': 1, '9': 1, '13': 8, '4': 1, '2': 2, '23': 1}",29,0.5498164823810741
describ,"{'6': 10, '7': 1, '13': 4}",15,0.2784350224356667
robust,{},0,
ventil,"{'12': 4, '13': 14, '6': 3, '10': 4, '11': 1, '1': 1, '4': 5, '7': 3, '3': 1, '34': 2, '27': 2, '14': 1, '23': 1, '16': 1}",43,0.8102970255167274
approv,"{'12': 2, '6': 4, '13': 4, '7': 3, '3': 1, '4': 2}",16,0.5737491167902817
communiti,"{'4': 12, '6': 22, '13': 35, '7': 10, '3': 2, '12': 4, '35': 1}",86,0.6092786148144022
dentist,"{'6': 1, '7': 1, '13': 1}",3,0.25938375012788123
invest,{},0,
join,"{'1': 1, '3': 1, '6': 2, '9': 2, '2': 2, '4': 1}",9,0.5174081162094278
price,"{'13': 8, '6': 7, '7': 11, '4': 1}",27,0.44918059307581
purchas,"{'3': 2, '4': 5, '7': 17, '6': 9, '13': 8, '31': 1}",42,0.5726455929069056
retail,"{'33': 1, '4': 1, '6': 4, '7': 2, '12': 1, '2': 1, '11': 1, '13': 1}",12,0.583257977225588
rural,"{'13': 5, '6': 3, '7': 2, '3': 1, '4': 2, '2': 1, '35': 1}",15,0.5771404748909447
satisfact,"{'13': 3, '7': 2, '4': 2, '6': 2}",9,0.4309468661668007
transpar,"{'9': 8, '2': 13, '13': 5, '6': 26, '3': 13, '21': 2, '7': 2, '8': 6, '1': 3, '12': 1}",79,0.7574077540290484
alzheim,"{'6': 3, '11': 4, '13': 8, '15': 5, '16': 5, '7': 1, '20': 1}",27,0.633879158642108
classif,"{'13': 39, '3': 1, '6': 48, '7': 8, '4': 3, '8': 1, '10': 1, '15': 1}",102,0.48231136825003756
later,"{'7': 1, '3': 8, '6': 5, '2': 4, '13': 4, '1': 1, '21': 1}",24,0.5978158923856138
pair,"{'7': 5, '4': 12, '6': 13, '3': 9, '13': 12, '9': 1, '2': 1, '1': 1}",54,0.6772114721879509
remain,"{'1': 3, '10': 4, '4': 3, '6': 5, '3': 2, '12': 1, '32': 1, '2': 2, '9': 1, '13': 1}",23,0.730206062982476
manipul,"{'6': 11, '12': 3, '4': 3, '7': 2, '32': 1, '9': 1, '13': 8, '25': 2, '5': 1}",32,0.657972906672255
trigger,"{'6': 14, '7': 3, '13': 14, '4': 4, '3': 3, '10': 1, '12': 1, '2': 2}",42,0.6197456612617904
fetal,"{'13': 22, '34': 1, '6': 4}",27,0.20762981321553456
heartbeat,"{'13': 15, '6': 3, '34': 5, '12': 4}",27,0.4327014608036521
character,"{'13': 10, '6': 5, '7': 5, '33': 1, '34': 1, '3': 1}",23,0.5084508218904081
semi,"{'6': 5, '13': 2, '3': 1, '4': 1}",9,0.3532835323516876
dissemin,"{'2': 1, '12': 2, '4': 3, '3': 1, '6': 2, '13': 2, '7': 1}",12,0.583257977225588
effort,{},0,
lab,"{'6': 3, '7': 2}",5,0.19999999999999996
allevi,{'13': 1},1,0.0
chines,"{'13': 64, '6': 53, '7': 7, '4': 6, '25': 2, '12': 1, '34': 1, '2': 2}",136,0.4902000243813221
referr,"{'4': 4, '6': 14, '7': 7, '13': 13, '12': 2}",40,0.544832115646939
sever,"{'6': 10, '13': 9, '11': 2, '9': 1, '2': 1, '12': 1, '4': 1, '7': 3, '10': 1, '29': 1}",30,0.6408317587708169
tradit,"{'6': 19, '7': 5, '4': 5, '13': 28, '12': 1, '34': 1, '2': 1}",60,0.519876281896235
triag,"{'12': 2, '6': 8, '24': 1, '13': 9, '7': 2}",22,0.46742832021780073
interpret,"{'6': 22, '2': 1, '24': 1, '13': 13, '10': 3, '11': 1, '7': 3, '3': 2, '5': 1, '12': 1, '4': 2}",50,0.6295933094310692
merg,"{'6': 10, '7': 3, '10': 1, '2': 5, '4': 4, '13': 2}",25,0.563692356486057
woman,"{'10': 1, '11': 1, '13': 7, '6': 1, '7': 2, '2': 1, '4': 1}",14,0.49549627285415804
legal,"{'7': 2, '6': 3, '2': 1, '4': 2, '13': 2}",10,0.4878521795501206
neurolog,"{'7': 2, '13': 4, '6': 1, '12': 1}",8,0.3655349107577352
obstetr,"{'13': 4, '6': 1}",5,0.13979400086720375
urgent,"{'3': 1, '4': 2, '6': 1, '13': 1, '7': 1}",6,0.42605041679454786
dashboard,"{'13': 7, '6': 9, '7': 3, '4': 2, '12': 1}",22,0.48679053532108624
elaps,"{'13': 1, '6': 2, '2': 1, '3': 1}",5,0.35563025007672866
inquir,"{'4': 1, '6': 18, '7': 8, '13': 10}",37,0.4369489809894441
payer,"{'7': 5, '6': 11, '13': 3}",19,0.34876875824986564
tangibl,{},0,
translat,"{'12': 2, '6': 15, '7': 2, '13': 11, '1': 1, '3': 1, '4': 2, '2': 1, '9': 1}",36,0.5819386064713122
bottom,"{'13': 13, '7': 1, '2': 6, '3': 4, '34': 2, '12': 3, '31': 3, '6': 2, '26': 1}",35,0.6806870314777917
floor,"{'10': 1, '12': 1, '13': 1, '6': 2, '4': 1}",6,0.42605041679454786
foot,"{'9': 1, '13': 9, '6': 2, '31': 1, '34': 1, '10': 1, '7': 1}",16,0.46623916032740936
height,"{'13': 3, '2': 1, '6': 1, '10': 1, '3': 1}",7,0.417754183723126
recommend,"{'7': 34, '6': 80, '33': 6, '29': 1, '10': 3, '13': 72, '4': 8, '12': 8, '2': 1, '3': 4, '30': 1}",218,0.6483356812098106
trend,"{'13': 11, '6': 12, '7': 4, '10': 1, '4': 1}",29,0.4580977550474755
leak,"{'12': 1, '10': 1, '13': 1}",3,0.25938375012788123
neighbor,"{'6': 4, '3': 3, '4': 3, '13': 2, '2': 1}",13,0.5043643521728158
placement,"{'13': 5, '2': 2, '7': 3, '6': 4, '3': 2, '4': 1}",17,0.5712626344521625
popular,{},0,
reconfigur,"{'10': 1, '2': 1, '13': 2, '6': 2, '4': 2, '7': 1, '5': 1}",10,0.565667304588485
tip,"{'2': 1, '13': 2, '6': 5, '34': 1}",9,0.3532835323516876
flag,"{'13': 6, '6': 5, '3': 2, '4': 1, '28': 1, '32': 1, '2': 1, '12': 1, '7': 2}",20,0.642377544153543
surgeri,"{'9': 3, '13': 21, '2': 1, '4': 1, '6': 6, '7': 4, '12': 1, '16': 1, '34': 1, '27': 1}",40,0.5796901542004429
answer,"{'6': 20, '13': 16, '7': 5, '25': 1, '2': 2, '4': 3, '3': 1, '33': 1, '9': 1}",50,0.5923593633943948
semant,"{'13': 19, '6': 29, '7': 2, '4': 2, '12': 2}",54,0.4153443443188295
browser,"{'13': 9, '7': 5, '6': 15, '12': 3, '4': 6, '3': 1, '28': 1, '2': 1}",41,0.6374024704393384
contextu,"{'4': 10, '6': 24, '7': 7, '1': 1, '2': 5, '3': 3, '13': 13, '10': 2, '12': 4, '33': 1}",70,0.7384378820856897
string,"{'6': 22, '7': 6, '4': 5, '3': 1, '13': 13, '5': 1}",48,0.5273405861834436
choic,"{'6': 4, '1': 1, '12': 1, '13': 2}",8,0.3655349107577352
idl,"{'6': 3, '2': 1, '4': 3, '13': 1}",8,0.3811522528337727
worker,"{'6': 10, '13': 15, '7': 11, '4': 4, '1': 1}",41,0.5333365688080192
administ,"{'7': 6, '13': 9, '6': 7, '4': 1, '24': 1}",24,0.4863824835170604
bank,"{'11': 1, '13': 2, '6': 3, '7': 7, '4': 1}",14,0.4399140406838978
default,"{'6': 8, '4': 4, '13': 5, '7': 1, '2': 1, '10': 1, '3': 2}",22,0.5765828902533255
opportun,"{'4': 2, '13': 3, '6': 2}",7,0.3317456135334171
seamless,"{'13': 1, '6': 1, '7': 2, '4': 1}",5,0.35563025007672866
transfus,"{'13': 13, '10': 2, '11': 1, '6': 9, '7': 1, '4': 4, '3': 3, '12': 1}",34,0.6075508460874863
unifi,"{'3': 1, '6': 6, '7': 2, '13': 7, '4': 2}",18,0.48025099978089714
baselin,"{'13': 9, '6': 5}",14,0.23581886236737862
counsel,"{'7': 2, '11': 1, '13': 2, '6': 2}",7,0.39990579277908317
question,"{'6': 35, '7': 9, '13': 34, '12': 5, '4': 6, '33': 1, '9': 1, '2': 1, '3': 1}",93,0.5922857411884446
smoke,"{'4': 3, '6': 2, '13': 1, '7': 1}",7,0.3747498986282715
cumul,"{'7': 1, '24': 1, '13': 4, '6': 1}",7,0.3317456135334171
equat,"{'6': 4, '11': 1, '12': 1, '13': 2, '16': 1, '7': 1}",10,0.4878521795501207
minimum,"{'13': 4, '6': 5, '9': 1, '2': 1, '4': 2, '3': 1}",14,0.5128561334746077
recurr,"{'13': 9, '6': 8, '7': 2, '3': 1, '4': 1}",21,0.44009668379206623
seri,"{'6': 9, '7': 9, '13': 18, '2': 2, '10': 2, '33': 1, '12': 1}",42,0.5623750270935965
valv,"{'13': 13, '6': 2, '10': 2, '12': 2, '11': 1, '23': 1}",21,0.42909398134429577
accid,"{'6': 1, '2': 1, '3': 1, '4': 1, '13': 3, '7': 2}",9,0.49784242075879653
dispar,"{'6': 7, '25': 1, '13': 5, '7': 1, '2': 1, '10': 1}",16,0.47118798820538593
expos,"{'6': 10, '7': 1, '1': 2, '3': 3, '5': 1, '10': 1, '12': 1, '13': 2, '9': 2, '2': 6, '4': 2}",31,0.7263114518197535
meta,"{'6': 6, '2': 1, '4': 1, '13': 3}",11,0.3605156337472824
upgrad,"{'6': 2, '13': 3}",5,0.19999999999999996
copi,"{'6': 12, '14': 1, '15': 1, '7': 4, '13': 6, '4': 1}",25,0.4909105990643823
hard,"{'6': 2, '2': 1, '12': 1, '10': 1, '13': 3, '1': 1}",9,0.49784242075879653
registri,"{'7': 7, '6': 8, '4': 1, '13': 4}",20,0.43489811576415577
exchang,"{'6': 15, '7': 9, '12': 2, '4': 8, '25': 1, '13': 14, '2': 1, '3': 2}",52,0.6554307092571429
interoper,"{'6': 6, '7': 4, '13': 4, '4': 2}",16,0.462614663641304
workload,"{'6': 2, '7': 1, '4': 1, '13': 3, '12': 1}",8,0.44079240967373046
appoint,"{'6': 16, '7': 23, '13': 14, '12': 1, '4': 2}",56,0.49780922086011625
immun,"{'6': 5, '7': 6, '3': 1, '4': 2, '13': 6, '16': 1, '15': 1, '34': 1}",23,0.62250513886423
child,"{'4': 4, '6': 13, '7': 5, '33': 2, '13': 29, '2': 1, '16': 1, '3': 1, '10': 1, '12': 2, '34': 1}",60,0.6186317205617909
inter,"{'4': 3, '7': 1, '3': 1, '13': 3, '6': 1}",9,0.44482894801216744
parent,"{'4': 1, '6': 3, '12': 2, '7': 3, '13': 4, '34': 1}",14,0.550204615280346
zigbe,"{'3': 6, '13': 17, '4': 9, '6': 6, '7': 1, '12': 4, '10': 1}",44,0.6186111719256987
drop,"{'4': 2, '13': 4, '7': 1, '10': 1, '3': 1, '12': 1, '6': 1}",11,0.5381740436963119
foreign,"{'6': 5, '1': 2, '3': 2, '4': 1, '10': 1, '21': 1, '2': 3, '23': 1}",16,0.616326694126256
binari,"{'13': 8, '6': 13, '3': 1, '4': 4, '7': 1}",27,0.453961878126901
coronari,"{'6': 11, '13': 11}",22,0.2658388707438093
mra,{},0,
depend,"{'4': 3, '6': 9, '12': 2, '13': 5, '7': 2, '1': 3, '10': 1, '25': 1}",26,0.6464735482994702
framework,"{'6': 17, '7': 4, '4': 3, '13': 8, '1': 1, '2': 1, '3': 1, '35': 1}",36,0.562655100511869
header,"{'6': 10, '7': 3, '4': 6, '2': 1, '10': 1, '8': 1, '13': 1}",23,0.5311846803808576
artifici,"{'13': 44, '6': 30, '4': 3, '25': 1, '3': 2, '7': 6, '12': 2, '2': 1}",89,0.5070998889906021
class,"{'6': 16, '13': 8, '7': 4, '12': 1}",29,0.40138577452681584
genom,"{'6': 11, '14': 1, '15': 2, '7': 2, '13': 5, '8': 1, '5': 1}",23,0.5273955423061228
persist,"{'6': 4, '7': 1, '4': 3, '13': 1, '3': 1}",10,0.4401400540781545
intersect,"{'6': 3, '13': 2, '10': 1}",6,0.29635854173060727
plane,"{'13': 5, '6': 4, '2': 5, '7': 1, '10': 1, '9': 1, '4': 3, '3': 1}",21,0.6376961394010066
assur,"{'10': 1, '6': 3, '4': 1, '13': 1, '7': 1}",7,0.417754183723126
calibr,"{'2': 7, '3': 8, '6': 16, '13': 19, '9': 3, '10': 5, '4': 5, '1': 1, '5': 2, '11': 1, '33': 1, '34': 1, '7': 1, '25': 1, '31': 1}",72,0.8310525953862693
engag,"{'33': 1, '12': 3, '6': 10, '16': 1, '13': 13, '7': 3, '2': 2, '31': 1, '4': 2, '3': 1, '19': 1, '25': 2}",40,0.7274552307782591
facial,"{'13': 17, '6': 12, '2': 2, '3': 1, '9': 1, '1': 1, '4': 1, '12': 1, '29': 1}",37,0.5299000377913614
glass,"{'2': 4, '6': 7, '7': 2, '13': 3, '3': 2, '9': 1}",19,0.5590653474392103
scientif,"{'7': 1, '2': 1, '6': 4, '4': 2, '13': 5}",13,0.4641429102281745
