word,fields,sum,brillouin
speech,"{'12': 2, '6': 31, '7': 1, '2': 4, '3': 3, '4': 3, '13': 12, '25': 1, '9': 1}",58,0.5610046399375671
accept,"{'4': 3, '13': 4, '6': 6, '7': 5, '3': 2, '12': 1}",21,0.5863065562558815
wait,"{'7': 7, '4': 2, '6': 5, '28': 1, '13': 5, '12': 2}",22,0.5721778896620502
conferenc,"{'2': 2, '6': 1, '7': 1, '3': 1, '4': 1}",6,0.42605041679454786
demand,"{'6': 2, '2': 1, '4': 2, '7': 3, '13': 2, '1': 1, '12': 1}",12,0.583257977225588
document,"{'6': 121, '12': 2, '7': 46, '4': 13, '13': 55, '3': 7, '2': 2, '34': 1, '5': 2}",249,0.5781502647610745
hierarchi,"{'6': 6, '7': 4, '13': 2, '4': 1}",13,0.404285121737125
render,"{'7': 4, '6': 23, '2': 5, '13': 6, '33': 1, '4': 5, '9': 6, '10': 1, '3': 1, '12': 1}",53,0.6785885114468818
smooth,{'13': 1},1,0.0
stream,"{'3': 8, '6': 25, '13': 24, '9': 1, '2': 15, '4': 27, '10': 2, '7': 7, '12': 2, '1': 1}",112,0.7522197664645492
synchron,"{'4': 27, '6': 21, '7': 8, '24': 1, '9': 1, '13': 20, '34': 1, '3': 10, '12': 1, '2': 5, '25': 1}",96,0.7356297346702435
abnorm,"{'13': 45, '7': 7, '1': 1, '10': 2, '12': 7, '6': 29, '33': 1, '34': 1, '4': 5, '3': 5, '2': 1}",104,0.6454249184835897
actuat,"{'12': 7, '6': 15, '3': 6, '25': 3, '13': 15, '4': 3, '34': 1, '9': 5, '2': 10, '33': 1, '5': 2, '10': 1, '1': 2, '8': 2, '27': 1}",74,0.8868709653901963
attain,"{'13': 1, '6': 1}",2,0.1505149978319906
charger,"{'1': 10, '6': 11, '4': 4, '3': 7, '10': 1, '2': 1, '13': 2, '7': 1}",37,0.6376796310392344
insuffici,"{'13': 3, '6': 4, '7': 2, '4': 2, '11': 1}",12,0.4933262067216193
histor,"{'6': 12, '13': 18, '7': 4, '3': 1, '12': 1, '4': 3}",39,0.5042190923176695
textual,"{'6': 10, '7': 4, '4': 1, '13': 5}",20,0.41834845481208455
unstructur,"{'6': 19, '7': 6, '4': 1, '13': 12, '2': 1}",39,0.45350823064359647
score,"{'6': 47, '7': 21, '13': 51, '29': 1, '11': 2, '12': 3, '16': 1, '15': 1}",127,0.5282528532829369
automot,{},0,
aviat,{},0,
beam,"{'13': 16, '3': 29, '4': 28, '8': 1, '1': 1, '6': 5, '10': 2, '2': 2, '23': 1}",85,0.611967793226425
core,"{'4': 10, '13': 21, '6': 22, '7': 3, '8': 1, '3': 1, '2': 1, '31': 1}",60,0.5637191677014047
deliveri,"{'6': 27, '7': 19, '12': 5, '13': 29, '11': 1, '24': 1, '4': 7, '3': 3, '2': 4, '9': 1, '28': 1, '16': 1}",99,0.7268829610883103
intra,"{'6': 5, '7': 1, '2': 5, '4': 1, '13': 5, '9': 1}",18,0.5315998490065572
slice,"{'2': 2, '13': 6, '4': 5, '6': 5, '10': 1}",19,0.514124717738065
survey,"{'7': 4, '6': 6, '13': 4, '4': 2, '2': 1}",17,0.5077813846846552
near,"{'7': 1, '13': 2, '4': 1, '12': 1}",5,0.35563025007672866
proxim,"{'13': 13, '3': 14, '6': 17, '10': 9, '2': 4, '4': 7, '12': 2, '7': 2, '11': 2, '30': 2, '1': 1, '25': 1, '5': 1}",75,0.8301643966235841
return,"{'4': 2, '3': 1, '6': 6, '13': 11, '7': 4, '2': 1}",25,0.522036649079728
room,"{'7': 16, '6': 25, '3': 2, '12': 12, '13': 37, '33': 3, '4': 5, '9': 1, '1': 1, '32': 1, '10': 1, '2': 1}",105,0.7099550805843556
transitori,{},0,
articl,"{'6': 5, '4': 1, '7': 2, '13': 5, '12': 1}",14,0.46292970459346344
bear,"{'13': 11, '6': 2, '2': 2, '12': 2, '31': 2, '1': 1}",20,0.47904244580933864
main,"{'10': 3, '13': 55, '7': 10, '6': 35, '3': 8, '4': 10, '12': 12, '9': 2, '2': 11, '33': 1, '31': 2, '25': 1, '1': 1}",151,0.7710675926207008
simultan,"{'4': 1, '13': 1}",2,0.1505149978319906
site,"{'6': 16, '7': 6, '13': 20, '4': 4, '2': 2, '12': 1, '3': 1, '10': 1}",51,0.5871632765510997
car,"{'13': 4, '6': 5, '4': 3, '7': 1, '3': 1, '16': 1, '11': 1, '15': 1}",17,0.6066779280596897
dispatch,"{'6': 4, '7': 4, '2': 1, '3': 2, '13': 6, '4': 3, '12': 2, '32': 1}",23,0.6701968785602324
exterior,"{'13': 3, '6': 3, '2': 2, '3': 3, '9': 2, '21': 1, '1': 2, '26': 1, '4': 1, '12': 1, '34': 1, '28': 1}",21,0.7843238177842267
investig,"{'12': 1, '13': 6, '6': 2, '7': 4, '4': 1}",14,0.45727390130434736
live,"{'3': 3, '4': 6, '13': 24, '6': 20, '2': 5, '7': 3, '10': 2, '11': 1, '16': 1, '15': 1, '35': 1, '12': 1}",68,0.6973791379261405
polic,"{'2': 1, '3': 1, '12': 1}",3,0.25938375012788123
safe,"{'4': 1, '6': 4, '12': 2, '13': 5, '7': 2}",14,0.4913539909271804
extent,"{'7': 1, '6': 2, '34': 1, '13': 2}",6,0.375878750850551
ion,"{'10': 1, '11': 1, '13': 3, '1': 1, '6': 1}",7,0.417754183723126
occurr,"{'6': 15, '4': 5, '7': 4, '12': 2, '13': 6, '3': 2, '32': 1, '2': 1}",36,0.6259791822909928
accommod,"{'4': 2, '13': 8, '6': 5, '34': 4, '2': 3, '9': 1, '25': 2, '10': 1, '1': 1, '3': 3, '19': 1, '7': 1}",32,0.7874030076183733
choos,"{'6': 5, '7': 3, '12': 1, '13': 2, '3': 2, '4': 2}",15,0.5570718085133459
inject,"{'13': 19, '6': 6, '7': 5, '3': 3, '2': 1, '4': 2, '12': 2, '16': 2, '9': 1, '10': 1, '24': 1, '5': 1}",44,0.6982215851425242
insert,"{'7': 2, '2': 5, '4': 3, '6': 8, '13': 9, '1': 2, '3': 2}",31,0.6448166364200812
partial,"{'2': 8, '6': 18, '13': 4, '3': 2, '4': 5, '1': 1, '8': 1, '10': 1, '7': 2}",42,0.635103909344951
protrud,"{'2': 5, '3': 5, '6': 6}",16,0.3940577878283005
radiographi,"{'13': 10, '28': 1, '6': 2, '10': 1, '12': 1, '2': 1}",16,0.40373916032740936
strap,"{'24': 1, '9': 1, '2': 2, '13': 16, '6': 8, '7': 3, '3': 2, '12': 2, '10': 4, '11': 1, '4': 1, '1': 1, '34': 3}",45,0.7624904003206
adjac,"{'2': 2, '3': 2, '13': 3, '6': 3, '7': 1, '10': 1, '4': 1, '9': 1}",14,0.6272889899980336
brain,"{'13': 48, '3': 1, '7': 2, '12': 1, '6': 17, '4': 3, '8': 2, '2': 1, '33': 1, '10': 1, '11': 1}",78,0.4875490012723141
close,"{'13': 7, '7': 2, '10': 1, '2': 2, '3': 4, '6': 8, '4': 2, '33': 1}",27,0.6461381667547533
cure,"{'4': 3, '6': 2, '10': 1, '13': 3}",9,0.4113811707161695
eye,"{'9': 17, '2': 16, '13': 49, '6': 38, '7': 3, '34': 1, '33': 1, '4': 1, '3': 1}",127,0.608869963989261
friend,"{'4': 1, '6': 3, '12': 1, '13': 2}",7,0.3747498986282715
head,"{'13': 17, '3': 4, '4': 2, '34': 1, '9': 5, '2': 4, '6': 10, '33': 1, '12': 1, '25': 1}",46,0.6845457482527606
induct,"{'13': 10, '1': 1, '3': 1, '6': 4, '10': 1}",17,0.3888878965040706
injuri,"{'4': 2, '6': 5, '13': 12, '12': 3, '16': 2, '25': 1, '15': 1, '2': 1, '11': 1, '10': 1}",29,0.6485106678746271
mask,"{'9': 1, '2': 1, '6': 7, '3': 2, '4': 2, '13': 5, '1': 1, '34': 2, '7': 1}",22,0.6530029464976704
ocular,{'13': 5},5,0.0
ophthalm,"{'1': 1, '27': 1, '13': 14, '7': 2, '6': 5, '9': 1, '12': 1}",25,0.47480104340223
vision,"{'2': 2, '13': 12, '9': 2, '6': 3, '7': 1, '34': 1, '12': 1}",22,0.49955538121089055
wearer,"{'1': 2, '27': 1, '13': 34, '34': 2, '12': 7, '33': 1, '6': 8, '4': 4, '3': 2, '9': 3, '10': 1, '2': 2}",67,0.6630052366207166
broadband,"{'2': 2, '3': 2, '4': 4, '6': 1, '7': 3, '13': 4, '33': 1}",17,0.6123785170601637
bus,"{'13': 5, '6': 4, '12': 1, '1': 1, '4': 1, '14': 1}",13,0.48729906374078846
earphon,"{'13': 5, '6': 6, '1': 4, '2': 9, '3': 4, '11': 1}",29,0.6099944676354193
ethernet,"{'4': 7, '3': 1, '13': 1, '2': 2, '12': 4, '6': 4, '7': 1}",20,0.5811120800672499
host,"{'13': 30, '6': 28, '12': 4, '7': 8, '4': 11, '33': 1, '9': 1, '17': 1, '29': 1, '2': 6, '3': 1, '1': 1, '31': 1}",94,0.7200463290955629
intellig,"{'12': 22, '6': 58, '7': 23, '4': 30, '13': 126, '3': 13, '10': 2, '34': 3, '25': 3, '2': 6, '20': 1, '14': 1, '9': 1}",289,0.7168714566637845
axi,"{'25': 1, '10': 3, '12': 2, '13': 12, '6': 11, '7': 3, '27': 2, '32': 1, '9': 6, '2': 8, '3': 3, '8': 1}",53,0.8103785814592502
bend,"{'8': 2, '2': 6, '6': 9, '13': 1, '10': 1, '1': 1, '3': 2, '9': 2}",24,0.6030216730776263
bidirect,"{'13': 6, '6': 3, '7': 2, '1': 1}",12,0.39531860180031253
conductor,"{'2': 5, '3': 5, '6': 3, '8': 2, '4': 2, '1': 3, '10': 1, '23': 1}",22,0.669729164011061
dielectr,"{'2': 4, '6': 6, '1': 1, '8': 1, '10': 1, '3': 9, '13': 1}",23,0.5484864198883376
electromagnet,"{'4': 3, '6': 6, '7': 2, '13': 10, '16': 1, '1': 1, '3': 2, '10': 2, '11': 1, '2': 1}",29,0.6844207604662899
imped,"{'13': 16, '3': 3, '4': 2, '1': 4, '7': 2, '5': 2, '12': 2, '6': 2}",33,0.6046834431140394
perpendicular,"{'2': 1, '3': 1}",2,0.1505149978319906
substanti,"{'6': 1, '34': 1, '13': 1}",3,0.25938375012788123
tune,"{'6': 3, '7': 1, '3': 2, '4': 1, '2': 2, '13': 1}",10,0.5179551791165188
background,"{'6': 27, '3': 4, '4': 8, '13': 15, '7': 5, '10': 4, '2': 6, '11': 1, '12': 4, '32': 1}",75,0.7407794844124532
middl,"{'13': 6, '6': 1, '7': 1, '34': 1, '2': 3, '31': 3, '4': 1}",16,0.5566865372862981
deactiv,"{'4': 7, '12': 2, '6': 7, '2': 3, '3': 5, '1': 2, '10': 3, '7': 1}",30,0.6927085087963931
ident,"{'6': 42, '7': 14, '12': 9, '4': 16, '13': 35, '2': 3, '10': 3, '3': 5, '34': 1, '21': 1, '32': 1}",130,0.7322500582075808
impact,"{'2': 1, '3': 2, '6': 2, '4': 1, '13': 1}",7,0.44291007787393755
inerti,"{'9': 2, '2': 1, '6': 4, '10': 1, '13': 5, '3': 1, '34': 1}",15,0.5570718085133459
malici,"{'6': 3, '4': 2}",5,0.19999999999999996
microcontrol,"{'2': 1, '13': 26, '4': 2, '3': 1, '10': 2, '11': 2, '12': 4, '6': 4, '7': 2, '34': 2, '25': 1}",47,0.6072654481315511
receipt,"{'7': 5, '6': 5, '12': 2, '4': 2, '13': 4}",18,0.5369837386181159
subscrib,"{'4': 15, '12': 1, '6': 7, '7': 3, '3': 6, '32': 1, '9': 1, '2': 1, '13': 2}",37,0.6319808914361292
telemonitor,"{'3': 2, '2': 1, '13': 9, '12': 3, '6': 3, '7': 2, '4': 3, '25': 1, '34': 1}",25,0.6677747561391755
compat,"{'13': 7, '7': 2, '3': 4, '4': 5, '6': 10, '2': 1}",29,0.5835835437055354
defect,"{'2': 2, '6': 8, '10': 3, '3': 1, '13': 6}",20,0.4922045175480677
inconveni,"{'13': 3, '25': 1}",4,0.15051499783199057
iri,"{'13': 2, '6': 13, '7': 1, '2': 8, '10': 3, '3': 2, '9': 2}",31,0.5752896674695953
irradi,"{'9': 5, '13': 11, '6': 2, '24': 4, '10': 3, '2': 3, '8': 1, '1': 1}",30,0.6501926457566735
permiss,"{'13': 5, '6': 12, '7': 6, '4': 6, '3': 1}",30,0.5316492290644306
reus,"{'13': 1, '6': 1}",2,0.1505149978319906
steril,"{'12': 4, '13': 14, '6': 5, '25': 1, '4': 1, '3': 1, '2': 1}",27,0.5050808130051085
tight,"{'12': 1, '6': 1}",2,0.1505149978319906
waterproof,"{'2': 5, '3': 2, '1': 3, '6': 3, '8': 1, '10': 2, '34': 1, '13': 2, '9': 1}",20,0.6923775441535429
cap,"{'25': 4, '13': 8, '6': 7, '7': 2, '34': 2, '10': 1, '12': 3, '3': 1}",28,0.657705974250032
compart,"{'6': 12, '7': 5, '32': 1, '34': 2, '12': 4, '13': 8, '25': 2, '1': 1, '5': 1, '2': 1, '3': 1, '16': 1}",39,0.7426224387236052
complianc,"{'3': 1, '12': 6, '6': 18, '7': 19, '10': 2, '13': 18, '33': 3, '34': 2, '25': 1, '4': 1}",71,0.6900611687960653
door,"{'3': 1, '4': 4, '1': 1, '13': 8, '6': 8, '7': 2, '12': 6, '35': 3, '34': 1, '33': 2}",36,0.7428260867330052
dose,"{'7': 11, '13': 33, '24': 1, '10': 2, '6': 16, '11': 2, '12': 3, '16': 3, '4': 5, '2': 1, '25': 2}",79,0.6905392785180844
guard,"{'4': 5, '6': 3, '17': 1, '13': 1, '29': 1, '10': 1, '3': 1, '34': 1}",14,0.5773625611168894
lock,"{'25': 1, '6': 26, '7': 8, '1': 3, '13': 10, '3': 6, '4': 12, '12': 9, '33': 1, '2': 5, '35': 2, '34': 3, '9': 1, '10': 1, '8': 1, '5': 1, '31': 1}",91,0.893693718278485
pill,"{'25': 6, '6': 16, '12': 11, '13': 13, '2': 2, '3': 1, '7': 2, '4': 3, '10': 1, '34': 2}",57,0.7254932321366803
port,"{'12': 4, '6': 14, '11': 1, '13': 25, '2': 3, '3': 9, '4': 14, '1': 3, '33': 2, '10': 3, '35': 1, '25': 1, '14': 1, '5': 1, '8': 1, '31': 1, '32': 1}",85,0.8447397940416513
regimen,"{'7': 7, '6': 11, '13': 18, '34': 1, '12': 1, '25': 1, '11': 1, '4': 3, '33': 4, '15': 1}",48,0.6630337296098084
restrict,"{'6': 9, '7': 3, '2': 3, '9': 1, '3': 1, '4': 6, '28': 1, '32': 1, '10': 1, '13': 1}",27,0.6690216578107234
serv,"{'4': 4, '7': 2, '6': 5, '3': 2, '13': 4, '25': 1}",18,0.5758154055256726
tablet,"{'2': 2, '13': 2}",4,0.19453781259591088
weight,"{'12': 4, '6': 28, '2': 1, '13': 18, '7': 7, '3': 1, '33': 1, '10': 3, '8': 1}",64,0.593002219159811
die,"{'8': 2, '2': 1, '6': 5, '1': 1, '10': 1, '3': 1, '13': 1}",12,0.5250104768642531
dock,"{'4': 4, '13': 12, '6': 7, '7': 2, '1': 1, '2': 4, '3': 1}",31,0.5958323157788591
pager,{'4': 1},1,0.0
receptacl,"{'12': 3, '13': 6, '6': 7, '7': 2, '1': 6, '2': 3, '3': 2, '10': 2, '5': 1, '25': 1, '23': 1}",34,0.7821669584391984
regul,"{'13': 5, '6': 5, '1': 3, '3': 1, '4': 1, '2': 1, '10': 1, '12': 2}",19,0.6235553096353084
side,"{'13': 25, '3': 23, '6': 34, '7': 4, '2': 23, '5': 1, '9': 8, '10': 3, '1': 4, '8': 1, '4': 2, '12': 1, '31': 3, '25': 1, '23': 1}",134,0.8253016431291916
wheel,"{'6': 7, '1': 2, '2': 3, '10': 3, '4': 1, '13': 6, '32': 1, '25': 1, '9': 1}",25,0.6709420059810804
age,"{'13': 8, '7': 5, '12': 1, '6': 3, '4': 1, '10': 1, '34': 1}",20,0.5461635798504489
syring,"{'13': 9, '6': 2, '4': 1, '3': 1, '7': 1, '24': 1}",15,0.41704710550550833
vessel,"{'6': 9, '13': 10, '2': 1}",20,0.31332992755620637
confer,"{'4': 11, '6': 10, '7': 8, '2': 13, '12': 1, '13': 10, '3': 2, '31': 1, '9': 1, '23': 1}",58,0.7405113615187046
cut,"{'4': 2, '6': 4, '7': 1, '2': 2, '3': 2, '10': 1, '12': 1, '13': 3}",16,0.6411979446682583
extens,"{'6': 5, '3': 3, '4': 4, '13': 7, '7': 4, '2': 4, '10': 1, '33': 1}",29,0.6981428297308429
full,"{'2': 2, '13': 3, '6': 7, '7': 5, '3': 5, '12': 1, '4': 5, '1': 1}",29,0.6871511482610356
fuse,"{'8': 1, '6': 2, '13': 2}",5,0.29542425094393243
releas,"{'4': 4, '6': 8, '3': 1, '7': 1, '13': 4, '1': 1, '12': 1, '16': 1}",21,0.5877333764167121
research,"{'10': 1, '7': 9, '6': 11, '9': 1, '2': 1, '13': 10, '12': 1}",34,0.5514553770650421
solv,"{'6': 2, '3': 1}",3,0.1590404182398875
action,"{'7': 11, '6': 37, '12': 7, '13': 25, '33': 3, '9': 2, '3': 5, '32': 1, '8': 1, '4': 8, '25': 2, '10': 1, '30': 1, '1': 1, '2': 1}",106,0.7769944255745481
anim,"{'12': 5, '13': 16, '3': 4, '6': 14, '34': 1, '29': 3, '7': 17, '4': 2, '32': 1, '2': 4}",67,0.7437472769507332
appear,"{'13': 5, '6': 4, '34': 1}",10,0.31003705451175634
behavior,"{'13': 31, '12': 3, '7': 7, '4': 1, '6': 22, '25': 1, '2': 1}",66,0.5043864248711877
edg,"{'2': 8, '6': 26, '4': 14, '9': 3, '13': 16, '7': 3, '1': 1, '3': 7, '34': 1, '19': 2, '25': 1, '12': 2, '10': 1}",85,0.7896099102739179
grid,"{'13': 3, '6': 5, '3': 2, '12': 1, '4': 3, '8': 1, '2': 1, '10': 1, '11': 1}",18,0.6594348487656673
index,"{'4': 15, '13': 59, '6': 57, '7': 13, '3': 5, '10': 3, '23': 1, '24': 1, '1': 1, '33': 1, '35': 1, '12': 2}",159,0.6330215512302562
scene,"{'7': 6, '6': 22, '2': 9, '13': 9, '10': 2, '12': 2, '3': 1, '9': 2, '4': 1}",54,0.6561593125929238
comfort,{'13': 1},1,0.0
convent,"{'6': 2, '13': 2}",4,0.19453781259591088
domest,"{'7': 3, '32': 1, '4': 1, '13': 1}",6,0.3465302076746042
econom,"{'13': 3, '6': 2, '4': 1, '7': 1}",7,0.3747498986282715
elder,"{'12': 5, '13': 19, '3': 3, '4': 5, '6': 7, '7': 6, '10': 2, '25': 1}",48,0.6710730707473771
natur,"{'6': 28, '7': 5, '12': 1, '13': 18, '4': 2, '16': 1}",55,0.4624179568516939
night,"{'12': 2, '13': 5, '6': 2, '3': 1, '7': 1, '2': 1}",12,0.49992464389225466
probabl,"{'12': 1, '4': 3, '6': 34, '7': 18, '13': 29}",85,0.49939537885957114
questionnair,"{'7': 7, '6': 8, '4': 1, '13': 12}",28,0.4462804570836237
ratio,"{'6': 8, '13': 3, '7': 1, '2': 3, '9': 1, '5': 1, '3': 1, '4': 1}",19,0.5749090314215252
special,"{'13': 7, '6': 6, '2': 1, '4': 2, '7': 1}",17,0.45236914627157787
stationari,"{'6': 1, '7': 1, '3': 1, '4': 1, '13': 3}",7,0.417754183723126
suffer,"{'6': 3, '7': 1, '12': 1, '13': 2}",7,0.3747498986282715
textil,"{'10': 1, '13': 3, '28': 2, '2': 1, '19': 1}",8,0.44079240967373046
wake,"{'13': 5, '3': 3, '4': 5, '6': 7, '32': 1, '25': 1, '1': 1}",23,0.5988500065011745
wave,"{'13': 23, '3': 3, '10': 5, '2': 5, '6': 7, '4': 1, '8': 1, '22': 1, '25': 1, '31': 1}",48,0.6258847933485762
air,"{'12': 8, '13': 26, '10': 7, '11': 3, '2': 5, '3': 4, '30': 6, '34': 2, '6': 6, '1': 1, '7': 2, '4': 5, '35': 2, '9': 1, '23': 1, '20': 1, '24': 1}",81,0.9001871937116588
ambient,"{'2': 2, '3': 2, '6': 3, '13': 3, '10': 2, '4': 1, '9': 1, '11': 1}",15,0.6438071415576113
array,"{'13': 14, '9': 3, '2': 10, '6': 14, '1': 3, '10': 6, '34': 1, '23': 2, '24': 1, '3': 11, '4': 4}",69,0.8129955841455702
augment,"{'6': 25, '2': 6, '4': 4, '9': 7, '13': 12, '7': 3, '12': 3, '10': 1, '11': 1, '15': 1, '3': 4, '1': 1}",68,0.7595145183079921
black,"{'4': 2, '6': 2, '2': 1, '3': 1, '13': 1}",7,0.44291007787393755
common,"{'2': 1, '10': 1, '13': 13, '6': 17, '7': 10, '8': 1, '4': 3, '34': 1}",47,0.5899873284239234
desktop,"{'25': 1, '13': 2}",3,0.1590404182398875
explanatori,{},0,
explor,"{'6': 3, '13': 2, '4': 2, '7': 1}",8,0.4031636602157328
few,{},0,
kiosk,"{'7': 9, '6': 8, '13': 10, '3': 2, '4': 2, '2': 1, '24': 1, '35': 1, '30': 1, '10': 1}",36,0.6734285713499607
land,"{'7': 2, '1': 1, '2': 1, '3': 1}",5,0.35563025007672866
magnitud,"{'10': 3, '13': 2, '6': 8, '22': 1, '1': 2, '3': 2, '8': 1, '12': 3, '4': 1, '5': 1, '9': 1, '2': 1}",26,0.751565615984969
orient,"{'6': 20, '7': 5, '2': 5, '4': 4, '10': 2, '13': 13, '33': 1, '5': 1, '3': 3, '8': 1, '9': 1}",56,0.7152448004465588
palm,"{'13': 4, '6': 1, '4': 2, '7': 1, '34': 1}",9,0.4309468661668008
put,"{'13': 1, '6': 1}",2,0.1505149978319906
repair,"{'2': 1, '19': 1, '21': 1, '6': 4, '12': 2, '7': 2, '32': 1, '4': 4, '10': 1, '3': 1, '13': 3}",21,0.7413195326893722
resolut,"{'9': 2, '2': 12, '6': 16, '7': 2, '4': 4, '3': 2, '10': 1, '5': 1, '13': 3}",43,0.6446218054396262
stereo,"{'2': 5, '13': 2, '7': 1, '3': 2, '9': 2, '6': 1}",13,0.524000698719224
variabl,"{'7': 10, '4': 6, '6': 27, '2': 4, '13': 22, '3': 5, '5': 1, '12': 1, '9': 3, '10': 1}",80,0.701404238395624
world,"{'6': 8, '2': 1, '13': 2, '7': 1}",12,0.3144822037484328
affix,"{'7': 2, '3': 1, '4': 1, '13': 4, '6': 3, '34': 1}",12,0.5184120396936177
chest,"{'13': 19, '6': 3, '7': 3, '10': 2, '2': 1, '34': 1, '3': 1, '12': 1}",31,0.4829869242295158
fasten,"{'12': 1, '13': 7, '6': 4, '7': 2, '1': 2, '10': 2, '34': 1, '33': 1}",20,0.6200196425864319
garment,"{'13': 10, '34': 4, '6': 2, '33': 2, '4': 1, '24': 1}",20,0.4922045175480677
plastic,"{'13': 3, '2': 1, '12': 1, '6': 1}",6,0.3465302076746042
silicon,"{'13': 2, '1': 1, '2': 1, '4': 1, '6': 1, '8': 1, '14': 1, '17': 1, '19': 1, '29': 1}",11,0.6636477929428216
suggest,"{'4': 2, '6': 16, '2': 1, '7': 7, '13': 16, '12': 3, '1': 1, '34': 1, '5': 1}",48,0.6181470378761605
suitabl,"{'7': 3, '13': 2, '6': 2, '12': 1}",8,0.4031636602157328
depict,"{'6': 4, '7': 3, '4': 1}",8,0.30589475391777743
patholog,"{'10': 2, '11': 1, '6': 20, '4': 1, '13': 22, '7': 3, '2': 1, '12': 1}",51,0.5034229920237411
payment,"{'6': 34, '7': 65, '4': 20, '12': 9, '3': 8, '13': 26, '1': 3, '2': 2, '31': 1, '23': 1}",169,0.7041871583989645
symbol,"{'6': 8, '3': 12, '4': 20, '5': 3, '2': 2, '13': 3, '7': 1}",49,0.5970365360674882
heterogen,"{'6': 18, '7': 3, '13': 15, '4': 1, '15': 1}",38,0.42151391021140694
hierarch,"{'6': 8, '7': 2, '3': 1, '4': 1, '5': 1, '13': 9}",22,0.4811115018388908
horizont,"{'13': 8, '3': 1, '6': 8, '25': 1, '32': 1, '2': 2, '9': 1, '12': 1, '31': 1, '1': 1, '5': 1}",26,0.6574441532410376
pop,"{'13': 3, '7': 2, '6': 5, '4': 1, '3': 2, '33': 1, '2': 1, '31': 1}",16,0.616326694126256
root,"{'12': 1, '6': 5, '7': 2, '3': 2, '13': 3, '2': 1, '4': 2}",16,0.5975123193972571
tree,"{'6': 22, '7': 7, '13': 14, '4': 4}",47,0.4752946984696431
adjust,"{'13': 20, '6': 22, '2': 18, '7': 4, '24': 1, '12': 5, '9': 2, '4': 10, '3': 3, '32': 1, '5': 1, '1': 2, '31': 6, '25': 2, '10': 1}",98,0.8589123160826826
approach,"{'13': 2, '6': 2, '2': 1, '3': 1, '7': 1}",7,0.44291007787393755
bright,"{'28': 1, '13': 4, '6': 18, '2': 14, '3': 9, '4': 2, '9': 8, '10': 7, '1': 1, '12': 1}",65,0.7480096238694698
clear,"{'6': 2, '2': 2, '12': 1, '7': 1, '13': 1}",7,0.44291007787393755
compact,"{'2': 2, '3': 1, '4': 1, '6': 4, '13': 4}",12,0.46824037374962085
enlarg,"{'13': 3, '6': 7, '7': 2, '4': 1}",13,0.38558988722279464
handheld,"{'13': 8, '6': 7, '4': 2, '3': 4, '7': 3, '10': 1, '1': 1, '12': 1, '2': 2}",29,0.6854539750655121
invok,"{'4': 1, '13': 2, '6': 2}",5,0.29542425094393243
lcd,"{'2': 1, '6': 2, '7': 1, '3': 2, '13': 5, '10': 1}",12,0.49992464389225466
metal,"{'1': 4, '2': 13, '6': 12, '8': 4, '10': 4, '17': 1, '13': 4, '3': 18, '12': 1, '4': 1, '19': 2, '22': 1, '29': 1, '9': 2, '5': 1}",69,0.8381078802428741
oxid,"{'13': 2, '10': 1, '11': 1, '3': 3, '4': 1, '8': 2, '2': 3, '19': 1, '29': 1, '21': 1}",16,0.6976410688552547
semiconductor,"{'8': 7, '5': 1, '6': 5, '1': 1, '10': 3, '3': 1, '2': 5, '13': 2, '24': 1}",26,0.6794478750852883
serial,"{'2': 1, '13': 10, '3': 2, '6': 14, '4': 8, '12': 1, '7': 1, '10': 2, '1': 1, '14': 1, '32': 1}",42,0.6771411027515134
shell,"{'13': 59, '6': 19, '4': 7, '7': 3, '2': 20, '3': 9, '34': 4, '12': 4, '1': 4, '25': 2, '31': 7, '10': 2, '23': 3, '9': 3}",146,0.8110617974166809
shoot,"{'13': 14, '6': 10, '7': 2, '2': 10, '3': 3, '9': 3, '4': 1, '29': 1, '12': 1}",45,0.67023433215249
spot,"{'3': 1, '11': 1, '13': 5, '6': 5, '16': 1}",13,0.4335321403303255
teach,"{'2': 7, '12': 10, '6': 4, '13': 10, '4': 3, '7': 2, '9': 1}",37,0.6447942644115204
typic,"{'13': 1, '7': 1}",2,0.1505149978319906
usb,"{'2': 2, '4': 4, '11': 1, '13': 4, '7': 3, '6': 11, '12': 1, '1': 5, '10': 1, '3': 2}",34,0.7249762916112523
color,"{'13': 13, '6': 31, '10': 4, '2': 21, '3': 5, '24': 1, '8': 2, '9': 6, '1': 1, '21': 2, '4': 2, '11': 1, '19': 1, '29': 1, '7': 1}",92,0.7767098265405857
curv,"{'9': 5, '2': 9, '4': 3, '3': 7, '6': 19, '10': 2, '13': 7, '21': 1, '19': 1}",54,0.706578459306513
lumin,"{'9': 3, '2': 7, '13': 3, '10': 3, '6': 5, '3': 3, '4': 1, '7': 2, '1': 1}",28,0.7246033586648356
maximum,"{'13': 1, '6': 5, '1': 2, '10': 1, '4': 2, '3': 1}",12,0.49992464389225466
projector,"{'2': 4, '10': 1, '3': 2, '6': 3, '25': 1, '12': 1, '13': 2}",14,0.5842847049031791
resolv,"{'6': 2, '13': 1, '7': 1}",4,0.26979531151190617
factori,"{'2': 1, '3': 2, '4': 2, '6': 4, '13': 1, '15': 1}",11,0.5108076804541318
har,"{'13': 3, '6': 1}",4,0.15051499783199057
past,"{'6': 8, '13': 7, '7': 4, '4': 2, '3': 1}",22,0.5027988315988755
