From,To
['CN110929040'],CN112015905
['CN108538395'],CN113111048
['CN108806767'],CN109767819
['US9720934'],CN109063774
['US2014313303'],CN107808128
['CN103020453'],CN109684356
['CN107341264'],CN109684356
['CN107818815'],CN109684356
['CN107818169'],CN110737689
['CN108511035'],CN109597847
['CN106709269'],CN109597847
['CN108269607'],CN109597847
['CN102622759'],CN103455825
['CN106383853'],CN110750626
['WO2014025430'],US2019019997
['WO2014197822'],WO2016144529
['WO2016049019'],WO2016144529
['WO2016138087'],WO2016144529
['WO2016007944'],WO2016144529
['WO2014110176'],US2013316487
['EP3002688'],FR3042910
['KR2020075088'],WO2022046734
['EP2601925'],KR1213400
['US2017142325'],CN110290328
['CN106845544'],CN109492676
['CN104504287'],CN107123113
['US2014149143'],KR1895509
['CN107180155'],CN107657283
['WO2018086761'],EP3506150
['CN107788976'],CN108703753
['CN105249924'],CN106420347
['US2014288391'],US2015201853
['CN203072089'],CN104486613
['CN104546193'],CN110338972
['US2013192071'],CN104881113
['WO2011051103'],CN104202374
['WO2011011751'],CN104820377
['WO2011150384'],CN102521699
['WO2014201760'],CN105848243
['CN102902996'],CN109543796
['CN103279665'],CN106388947
['WO2013116812'],CN109077785
['WO2011073822'],CN103218223
['WO2014065338'],CN105581813
['CN101895448'],CN104038511
['CN203914884'],CN111551284
['US2011221882'],WO2010103389
['CN106709269'],CN108062973
['CN109599185'],CN110851595
['CN102855406'],CN104463527
['WO2010047878'],US2019217122
['US2011270623'],US2019217122
['WO2009094643'],US9685689
['CN111599488'],CN112700861
['WO2011066486'],CN105193446
['JP2012179101'],CN105193446
['JP2014124228'],CN105193446
['EP3226101'],US2020106057
['EP3226101'],US2020106057
['EP3239879'],US2016254312
['WO2009094643'],US2014296674
['CN108960337'],CN110664412
['WO2015123252'],US2018292337
['US2015154933'],US2020328196
['US2018211088'],CN109449118
['US2014313303'],EP3287914
['US2017141820'],CN111385383
['US2010049363'],US2018200493
['US2012065776'],US2018200493
['US2009259336'],US2018200493
['CN106546161'],KR1877171
['CN105326495'],US2018124926
['US2015070270'],US2018067553
['US2015084860'],US2018067553
['US2015070270'],US2019192037
['US2015084860'],US2019192037
['CN106202883'],CN109065158
['US10140544'],WO2019207524
['WO2017135665'],WO2019189965
['US8484045'],US2018234963
['CN208889331'],CN110718297
['WO2012135028'],US2015082623
['WO2012135028'],US2015082623
['WO2012135028'],US2015082623
['WO2012135028'],US2019246934
['WO2012135028'],US2019246934
['WO2012135028'],US2019246934
['US2015264164'],US2016249731
['CN201742442'],CN103389699
['IN201103215'],CN104772610
['US2012136667'],US2018182580
['WO2009094643'],US2014296672
['WO2019209041'],WO2021235564
['CN108447534'],CN110046225
['WO2017135665'],CN108881780
['WO2017135665'],CN108881780
['US2009318779'],US2017109991
['US2011190593'],US2017109991
['US2012323591'],US2017109991
['US2009318779'],US2016180668
['US2011190593'],US2016180668
['US2012323591'],US2016180668
['US2011251986'],WO2017084016
['CN111429970'],CN113269351
['US2011077973'],US2011077958
['CN204293142'],WO2019179544
['US2012166221'],US2012253848
['US2010174557'],US2013212058
['US2011190593'],US2018064370
['EP3382524'],CN109753184
['CN107579979'],CN109067721
['WO2015028446'],CN107371156
['WO2012071571'],WO2014035447
['WO2013032760'],WO2014035447
['WO2020050773'],WO2022016527
['WO2013032760'],WO2014035402
['WO2012071571'],WO2014035402
['US2011128289'],US2016038252
['WO2013032760'],WO2014076524
['WO2012071571'],WO2014076524
['US2010185465'],US10192243
['US2013285836'],WO2015048684
['EP3239879'],US2019095689
['WO2014184867'],US2016112415
['US8047652'],US2017273552
['US8429179'],US2017364539
['CN103679114'],US2016180048
['CN107368750'],CN108897758
['CN110913000'],CN112230968
['CN107592318'],CN109246206
['US2020242481'],KR2236640
['CN110322947'],CN112973092
['WO2010047878'],WO2014056831
['US2018121671'],US2020233969
['WO2012061452'],US2017224398
['CN104767624'],EP3273635
['US2018307859'],WO2020035089
['CN105592781'],CN112754472
['CN102938132'],CN103345725
['CN102938133'],CN103345725
['US2017155628'],US2018309574
['US8612261'],WO2015187481
['EP2869181'],US2019220542
['US2011221882'],US2016267635
['US10140544'],FR3104759
['CN112507701'],CN113744885
['US2017302639'],EP3989622
['US8429179'],US2019066052
['US8429179'],US2021125120
['US8429179'],US2021125120
['WO2012174659'],US2019129902
['TW201218010'],CN106682429
['CN102917038'],CN109522288
['WO2012108935'],US2019295715
['EP2945346'],CN110099105
['US9858781'],US2020134163
['US2011082710'],US2012127157
['US9542532'],US2018336503
['WO2017063534'],CN109617696
['WO2014105752'],EP3671755
['CN109670334'],CN112732695
['DE102015209496'],CN110730067
['US2010152816'],US2016038746
['US2015356749'],US2016062557
['WO2014084398'],US10169890
['CN107391944'],CN109977172
['CN107610743'],CN114040138
['CN109166606'],CN114040138
['CN109390040'],CN114040138
['CN107610743'],CN114040138
['CN109166606'],CN114040138
['CN109390040'],CN114040138
['WO2016127173'],US2021196425
['KR2016140233'],KR2067412
['WO2017140108'],CN107665340
['WO2017063534'],CN107819576
['WO2016163817'],WO2018093113
['US2017288738'],KR2019079226
['US2015170504'],US10063369
['CN104899466'],CN109509559
['US2016378949'],CN107317681
['WO2020077352'],US2022093225
['US9824691'],US2020394184
['US2010094657'],US2020394184
['WO2013077977'],US2020394184
['US2013138457'],US2020394184
['US2014249830'],US2020394184
['EP2438897'],US2019206526
['US2016019299'],US2019206526
['US2015346718'],US2019063945
['US2012182377'],US2016132716
['WO2019072074'],WO2021227981
['CN108573754'],CN110209533
['WO2014000090'],US2016150380
['US2016165389'],US2020265475
['US2016165390'],US2020265475
['US2016165389'],US2018096393
['US2016165390'],US2018096393
['US2016165389'],US2019303971
['US2016165390'],US2019303971
['WO2012122198'],US2017308521
['WO2012122198'],US2016098389
['US2016063738'],US2020033431
['WO2016040725'],WO2020154573
['WO2018048278'],EP3582526
['WO2018048278'],EP3582527
['CN103310054'],CN103578072
['CN109036553'],WO2021197491
['CN109273062'],WO2021196239
['CN109920547'],WO2021196239
['US2014331174'],CN107748751
['US8429179'],US9514207
['US2013285836'],WO2015009944
['US2014254515'],CN107079404
['US2010094657'],US2014100885
['US2011202370'],US2018114595
['US2015213195'],US2018114595
['US2010094657'],US2018114595
['US2014100885'],US2018114595
['US2019214976'],US11038521
['CN103973980'],US2019266446
['CN111714117'],CN112037179
['WO2014035696'],CN113904833
['CN102938132'],CN112395634
['CN107423637'],CN108229208
['CN107391944'],CN108648784
['US2011077973'],US2019104339
['CN109215751'],CN109831527
['WO2017133485'],CN109347630
['CN109637637'],CN110365475
['WO2016127173'],CN111487040
['WO2016039592'],WO2016043487
['WO2016039592'],WO2016043487
['WO2014035696'],US2017331623
['CN106355038'],CN112437143
['CN111681781'],CN112437143
['CN106355038'],CN112437143
['CN111681781'],CN112437143
['US2013072770'],US2017187227
['WO2017063534'],CN107547572
['JP2020018705'],WO2021171394
['CN109117662'],CN111835500
['CN104050615'],CN107622042
['US2010094657'],US2014067423
['US2013090938'],US2014067423
['US2012323593'],US2019138689
['US2011302414'],US10841258
['US2010070249'],US2016110866
['KR2017068754'],US2020363553
['CN105162772'],WO2017096596
['WO2017063534'],WO2017096596
['US2011221882'],US2020182622
['US2013145236'],US2016294505
['WO2014197822'],WO2012015808
['WO2015199940'],WO2018075913
['WO2015199940'],WO2018075913
['US10432639'],US2020014702
['WO2010047878'],US2018056091
['US2013072770'],US9899861
['CN106821387'],CN112729346
['CN109741803'],CN112787822
['CN107579979'],CN111314871
['CN105243265'],CN110648731
['EP3096258'],CN108011714
['US9720934'],US2017255840
['CN109741803'],CN113343309
['US2010094618'],US2016062970
['US2018218783'],US2018315499
['US2018204634'],US2018315499
['US2020335218'],US2018315499
['US2021035690'],US2018315499
['US8429179'],US10142391
['WO2020101891'],CN112989925
['CA2851028'],US2022110575
['CN104917769'],CN113986845
['CN106980608'],CN109388807
['CN106530166'],CN109447830
['CN108615552'],CN110443652
['WO2012108935'],US2016078190
['WO2009094643'],US2013194259
['CN107315921'],CN110263286
['EP2246798'],EP2843585
['US2016048298'],US2018068365
['CN101795296'],WO2016096443
['CN103294879'],WO2016096443
['CN101926675'],WO2021104310
['CN107242854'],CN108768976
['US2016124704'],CN106294560
['CN102509006'],CN103006201
['CN101944162'],CN109509515
['CN102509012'],CN109509515
['CN105678671'],CN109509515
['CN107918537'],CN109509515
['CN108182965'],CN109509515
['CN101782852'],US2012297333
['US2014375677'],US2021365128
['CN203153715'],CN105678479
['CN101770618'],CN108921469
['CN103903205'],CN108921469
['US2011153359'],US2017364638
['US2010057492'],US2017364638
['US2011153348'],US2017364638
['WO2020036657'],GB2592627
['WO2011051103'],US2015313578
['US2012179770'],US2017149606
['US2012179770'],US2017149606
['US2012179770'],US2017149606
['US2012179770'],US2017149606
['US2012179770'],US2017149606
['US2013100958'],US2017149606
['US2012179770'],US2017149606
['WO2011127991'],EP2648390
['US2011077973'],US2018349559
['US9542532'],US2017344550
['US9858781'],US2019065733
['CN101770618'],CN107038544
['CN107957864'],CN108958709
['CN109327493'],CN110913000
['CN108776684'],CN109670051
['CN104050615'],CN109256182
['WO2017133485'],CN109274690
['CN104881463'],CN106169165
['CN105989222'],CN106355038
['CN107423637'],CN109117672
['CN106407717'],CN109117672
['CN108447534'],CN109599153
['US8429179'],US2019361891
['US8429179'],US2019065567
['CN103310054'],CN108288491
['CN104899466'],CN108288491
['CN105787266'],CN108288491
['CN104992393'],WO2017214999
['CN109346139'],CN111462918
['CN104408677'],CN104881744
['CN109979550'],CN111241114
['CN102088474'],CN107229814
['CN101714134'],WO2017063389
['US2014288391'],US2016183818
['WO2011030294'],US2017078440
['JP2015210547'],US2020021752
['WO2017133485'],CN109286635
['WO2013058978'],GB2518931
['EP2246798'],CN104915441
['CN101782852'],CN103207826
['US2013072770'],US2017187198
['US2018018516'],US2019294858
['US2014249830'],CN106372432
['CN104835017'],CN108039199
['US2015025329'],CN107958708
['CN106529177'],WO2018176484
['CN102063579'],WO2018176484
['WO2016182528'],WO2022028000
['US8429179'],US9218427
['CN103116869'],CN105897731
['WO2018006152'],EP3739590
['US10528557'],EP3594845
['US2010070249'],US2014243663
['WO2014084398'],US2014243663
['WO2014084398'],US2014243663
['WO2017172629'],WO2020245691
['US2012136667'],US9984366
['CN109948367'],CN110545273
['EP3026544'],CN107911267
['CN107423637'],CN109981736
['CN107845421'],CN110414203
['CN109326337'],CN110414203
['CN107845421'],CN110414203
['CN109326337'],CN110414203
['CN107391944'],CN109493042
['CN108449359'],CN109493042
['CN107391944'],CN109493042
['CN108449359'],CN109493042
['CN101732041'],CN104215932
['US2016330084'],US10394804
['US2010121227'],US2013115584
['CN102063665'],CN106295994
['CN102244671'],CN106302785
['CN202998172'],CN106302785
['CN106778004'],CN108053046
['CN104301157'],CN106797404
['US2015169183'],CN109471648
['WO2019112319'],WO2021177751
['WO2015148018'],US2016310062
['WO2014192002'],US2016310062
['US9805371'],US10380236
['CN101822535'],CN108309262
['WO2013058978'],CN110460834
['US2011077969'],US10699350
['CN102078662'],CN107580404
['CN103473444'],CN107193859
['US8612261'],US2017235893
['US8781849'],US2017235893
['US2011054947'],US2017235893
['US2011202370'],US2017235893
['US2011258001'],US2017235893
['US2013154837'],US2017235893
['US2011295622'],US2017235893
['US2013066655'],US2017235893
['FR2999749'],WO2019022604
['US2013262357'],US2020117857
['WO2018152410'],CN110177124
['CN103810369'],CN105704209
['CN105978696'],CN108365959
['US2013072770'],US9893538
['CN109493977'],CN111259664
['CN110277149'],CN111259664
['KR1450784'],WO2020184816
['US2011153359'],US2019213702
['US2010057492'],US2019213702
['US2011153348'],US2019213702
['CN109841267'],CN110660395
['WO2016179370'],WO2019086740
['CN203014865'],CN105681275
['US2019122144'],CN112990609
['WO2018086761'],CN113641946
['WO2019029741'],CN111542002
['KR2018030008'],WO2020149664
['CN105607573'],CN113296462
['CN107145744'],CN109918475
['US8893293'],EP3675451
['US9946840'],US11263275
['WO2015009792'],WO2016196862
['US2011153359'],US2014343961
['US2010057492'],US2014343961
['US2011153348'],US2014343961
['CN113421640'],CN113782211
['WO2016153204'],US2019140811
['CA2755610'],WO2014028039
['US2013066655'],WO2014028039
['CN102156813'],US2016314185
['CN103973980'],US2018150726
['WO2020226925'],US2020211718
['US2016180245'],WO2019027485
['US8473251'],US2016246703
['WO2013032760'],US2020019592
['WO2012071571'],US2020019592
['WO2013032760'],US2016140090
['WO2012071571'],US2016140090
['US2011055240'],EP3067836
['US8667072'],US8965347
['US8667072'],US9307076
['WO2012071571'],WO2014035407
['AU2013101075'],US2018239760
['WO2019137562'],WO2020217095
['WO2011066409'],WO2017222511
['CN103294917'],US2018197286
['US2019206524'],US2021303630
['US2013246098'],US2021303630
['US2013325514'],US2015302539
['EP2924887'],WO2022060187
['CN106446526'],CN110162784
['CN106980608'],CN110162784
['CN109388807'],CN110162784
['WO2017172629'],CN110162784
['CN106446526'],CN110162784
['CN106980608'],CN110162784
['CN109388807'],CN110162784
['WO2017172629'],CN110162784
['US2015327007'],CN108282808
['CN107145744'],CN109213871
['US2017053285'],CN108092996
['WO2018131775'],CN110890092
['WO2018131775'],CN110890092
['US2018070023'],US2019174056
['WO2018152365'],WO2022046931
['US2010312779'],US2015293906
['CN108628824'],WO2021168703
['US2013072770'],US9893555
['US2014207845'],US2018026899
['US8429179'],US2017004180
['WO2017055953'],WO2020000098
['US9805371'],US10585989
['US2013325514'],US2015302538
['US2020099490'],WO2022027163
['US7912991'],US2016162405
['US8375151'],US2016162405
['US2017237570'],US2019044736
['US2016054865'],US2019340876
['WO2015052588'],CN111007942
['CN103034775'],CN106845459
['EP2950510'],WO2022098630
['US8612261'],US2021085261
['US10318928'],US2021085261
['CN106383853'],CN107480131
['KR2014090114'],CN106993085
['CN107358055'],CN109213663
['CN101984448'],CN105684034
['US2010053555'],WO2013028908
['US2017161455'],US2019237198
['US2012200507'],US2015215348
['US2011077973'],US10297344
['CN109388807'],CN109871544
['US9720934'],CN107526824
['US2012323598'],WO2011100474
['WO2009140757'],WO2016011534
['WO2009140757'],WO2016011534
['US10432639'],US2019384926
['US2010325422'],US2013226908
['US2013041685'],US2018308583
['US8285703'],US2015199734
['US9298884'],US2018276403
['US2015245186'],WO2021100913
['US2017161435'],US2019348159
['US8429179'],US2019370266
['WO2017155279'],CN110035149
['US2015332512'],CN109131355
['WO2013032760'],WO2014076525
['WO2012071571'],WO2014076525
['US8429179'],US2021200878
['US8429179'],US2021200878
['WO2017217762'],WO2020022645
['WO2011011751'],US2016217631
['WO2013177357'],US2020274962
['US2013211291'],US2020274962
['US2017195475'],US2020274962
['WO2012108935'],CN103297510
['US9710600'],US10412028
['US9905112'],US10412028
['US9973455'],US10412028
['US2016140834'],US2020265260
['WO2012174659'],US2019050597
['CN103006201'],WO2015100911
['CN202821639'],WO2015100911
['WO2014033229'],WO2018002629
['US2013072770'],US2017077736
['US2010302043'],US2019167102
['US2011128289'],WO2012112907
['WO2016036155'],US2018035383
['US8429179'],US2020175098
['CN207302214'],CN110136796
['CN108427735'],CN110598204
['US8429179'],US2017109390
['US2010049363'],US2019143086
['US2012065776'],US2019143086
['US2009259336'],US2019143086
['EP3306567'],CN112132876
['US2011246224'],US2018121607
['US8429179'],US2020320129
['US9754220'],US2020320129
['US9973455'],US2020320129
['US2016285876'],US2020320129
['WO2017119690'],CN108833711
['US10176300'],US2018006972
['US2013154837'],US2018006972
['US10622101'],US2019318810
['US2011258000'],US2019318810
['US10566082'],US2019318810
['US2018307859'],US2019318810
['US10622101'],US2019318810
['US2011258000'],US2019318810
['US10566082'],US2019318810
['US2018307859'],US2019318810
['US2016147399'],US2019384807
['KR1450784'],US2019348179
['US8429179'],US2019065569
['US2011067092'],US2017104738
['WO2013032760'],WO2014070197
['WO2012071571'],WO2014070197
['CN107038343'],CN107705853
['CN109840275'],CN110176315
['US8429179'],US2020184347
['CN104408678'],CN109271973
['CN108564992'],CN109271973
['CN104408678'],CN109271973
['CN108564992'],CN109271973
['WO2011046710'],US2018227492
['WO2012174659'],US2019050596
['WO2014105752'],WO2017178292
['US2011264466'],US2018336318
['US2014257047'],US2018336318
['US2016249327'],WO2020000432
['WO2012174659'],US2019050766
['US2010121227'],WO2011026001
['US2015379993'],US9691384
['WO2019038271'],US2021150874
['WO2017082630'],HK30014786
['US11087886'],US2021343425
['EP2950510'],US11212277
['US2012095352'],US2016249823
['US2012095357'],US2016249823
['US2013072807'],US2016249823
['US2013172691'],US2016249823
['US2015018702'],US2016249823
['WO2010108287'],US2016249823
['US2016139787'],US2018357748
['US2017155628'],US2021279357
['US8429179'],US2021117510
['US2016055302'],US2019148018
['CN105662457'],CN108323158
['US8429179'],US2019347268
