From,To
['WO2015012607'],CN111246116
['CN109243580'],CN109935303
['CN104757939'],CN105534478
['CN104799825'],CN105534478
['US2020272198'],CN112525340
['WO2013088390'],EP3557533
['WO2013116812'],US2018055569
['WO2013116812'],US2018055569
['WO2011058463'],US2017103180
['WO2013176758'],US2017144307
['CN102231172'],CN104038545
['CN103825958'],CN104038545
['CN202916835'],CN104038545
['US10566082'],US2019318125
['US10622101'],US2019318125
['US2011258000'],US2019318125
['US2018307859'],US2019318125
['US10566082'],US2019318125
['US10622101'],US2019318125
['US2011258000'],US2019318125
['US2018307859'],US2019318125
['CN106874677'],CN110322973
['CN106960121'],CN110322973
['CN108288502'],CN110211690
['CN109493972'],CN110211690
['WO2017059540'],CN110444893
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2012179770'],US2014207845
['US2013100958'],US2014207845
['US2013100958'],US2014207845
['US2012179770'],US2014207845
['CN110321922'],CN110766701
['US2016035323'],CN107943964
['CN111431822'],CN111835656
['CN109545300'],CN110766209
['US2015245186'],IN201504669
['CN106095913'],CN108511036
['CN107527073'],CN108511036
['CN109327279'],CN112055174
['WO2017155339'],WO2019182175
['CN111584023'],CN112466423
['CN111933266'],CN112466423
['US2016048954'],CN106872031
['CN105389463'],CN106357808
['US2013274628'],CA2964247
['CN109509557'],CN109947838
['CN103942455'],CN109087698
['CN110083532'],CN110751272
['CN106598005'],CN111258276
['EP2980548'],CN106821341
['CN103617343'],CN108415891
['CN104240171'],CN108415891
['CN106845054'],CN108509405
['CN109326337'],CN110445840
['WO2019072074'],WO2022023457
['US2011238448'],US2014317049
['US2015327007'],US2017127228
['US2013285836'],US2019007477
['US2015061862'],WO2016029445
['EP2950510'],WO2019216874
['WO2012170366'],US2018063319
['WO2013024435'],US2016135247
['US2013172691'],US2015138014
['US2013231574'],US2015138014
['US2014288391'],US2015138014
['US2015153457'],US2015138014
['US2014292566'],US2015138014
['WO2012170924'],US2015138014
['WO2012171032'],US2015138014
['US2015153457'],US2014292566
['US2013072770'],US10148097
['WO2017116052'],US2020267444
['US2013100958'],US2018124169
['US2013145236'],US2019200361
['US2012182377'],US2018109571
['EP3599787'],CN111787562
['US2016057586'],US2019052984
['US8429179'],US2021042440
['US8429179'],US2021042440
['US10376195'],US2021132702
['US2013231574'],US2021132702
['US2017293740'],US10990974
['WO2016036155'],WO2020063290
['CN108628824'],CN110765836
['US2012136667'],US2019095148
['US8429179'],US2021042332
['US8429179'],US2021042332
['US10192031'],US2018121389
['US2016054569'],US2018299953
['CN104834826'],CN105005709
['US9720934'],KR1511050
['US2013331036'],US2016292089
['WO2011073822'],US2016292089
['US2013072770'],US2017085126
['US2011276341'],DE102011089620
['WO2011106776'],US2012215782
['US8457990'],US2013169661
['US8751268'],US2013169661
['US2013083023'],US2013169661
['US2014104156'],DE102018206676
['WO2010038176'],WO2015103620
['WO2012113014'],WO2015103620
['WO2014025430'],WO2015103620
['WO2015074062'],US2020388378
['WO2018228568'],WO2020211578
['CN109036579'],CN111027525
['WO2015127469'],EP3155963
['WO2015126182'],US2017074897
['US9858781'],US2019229930
['CN104063572'],CN109542966
['CN105760667'],CN109542966
['CN105118029'],CN107393504
['CN109036576'],CN109524074
['WO2019096316'],CN110536392
['CN102087759'],CN106773950
['EP3159771'],CN109408012
['US2017192599'],CN110096210
['CN107391944'],CN109767843
['CN109036579'],CN109767843
['CN107391944'],CN109767843
['CN109036579'],CN109767843
['CN103634381'],CN105306486
['CN106980608'],CN108491382
['US2015119655'],US2018206783
['US8375151'],US2013145106
['CN103514378'],WO2017132930
['US2018098361'],WO2020029926
['US2013072770'],US9917477
['WO2017026850'],WO2019245065
['US8457990'],US2017046485
['US8751268'],US2017046485
['US9092727'],US2017046485
['US9495604'],US2017046485
['US2013083023'],US2017046485
['US2013192071'],US2015292856
['US2017025887'],WO2020000155
['US9460526'],US2017339412
['CN201830301'],WO2017155357
['US2012242657'],WO2019113742
['EP3062200'],WO2019091455
['US2015229849'],WO2018049630
['WO2015108288'],WO2018090278
['WO2016201595'],CN113889250
['EP2784709'],US2020005783
['EP2784709'],US2020005783
['US2010246981'],US2013191487
['US2013129165'],US2013191487
['US2010114951'],US2013191487
['US2016029160'],US2018225296
['WO2018212500'],WO2020168451
['CN109326337'],CN113851203
['WO2015190847'],WO2018034421
['US2011077969'],US10121204
['WO2013096954'],WO2016124549
['US2012323598'],US2016179770
['WO2018117592'],CN110972022
['WO2018135753'],KR2025566
['CN109215751'],CN110379474
['US2010106530'],WO2016048619
['US2010053555'],US9208516
['US2019069266'],WO2021137402
['US2015244916'],CN108683863
['US2016147944'],US2016261705
['CN110909870'],CN113326927
['CN103679114'],CN108268500
['CN109273062'],CN111210916
['WO2014071145'],WO2016074035
['WO2013096954'],US2016295010
['US2011190593'],US9729833
['US2012323591'],US9729833
['US2013072770'],US9867062
['CN108460290'],CN109600441
['CN107203697'],CN108766520
['WO2014000090'],GB2551805
['US2013072770'],US10291055
['WO2013154911'],CN107277055
['US2015058790'],CN106598638
['CN111601242'],CN112117012
['US10376195'],US2019391667
['US2013231574'],US2019391667
['US2016085918'],US2019391667
['WO2011066409'],US2014086157
['US2015009864'],US2019110327
['US2015065035'],US2020336949
['WO2019086039'],CN111800799
['US2011092825'],US2015066538
['WO2012174659'],US2017364636
['US2013072770'],US10153660
['US9858781'],EP3460692
['US9858781'],EP3460692
['US2011121969'],US2017089868
['WO2010042872'],WO2014137892
['EP2801389'],WO2015066679
['US2011320131'],CN103997516
['WO2012162801'],CN103997516
['CN107085817'],CN106951691
['WO2014192002'],US9392952
['WO2013157890'],EP2889844
['JP6183766'],WO2015055526
['US2017180870'],WO2019210261
['WO2016138637'],US10368752
['DE202010012819'],DE102012101901
['US2018039738'],CN109448841
['WO2017155251'],WO2020119699
['US8375151'],US9026683
['US2016004406'],US2019294324
['EP3264744'],CN113141450
['US2015169183'],CN110737375
['US2015190119'],EP3154030
['US2016035323'],CN113986191
['US2012179761'],US9438542
['EP2511782'],US2014207280
['WO2012071571'],CN107153650
['CN101782852'],CN105589624
['US8047652'],WO2018070736
['US2017269671'],CN112860167
['WO2014016726'],CN110265102
['CN205608810'],CN107992909
['WO2015030500'],CN106650371
['US2017118611'],US2019138741
['US2016328569'],US2019138741
['US2016328569'],US2019138741
['US2016104484'],WO2020029094
['US2018242242'],US2020341603
['US2018242242'],US2020341603
['EP3062246'],US2018152500
['US2015235098'],US2017091523
['WO2012160796'],US2016078642
['WO2013157890'],US2019362555
['US2012095352'],US2018021514
['US2015244916'],CN109407521
['US2014331174'],CN107948705
['WO2014065338'],CN105496515
['US2017255442'],CN110381195
['US2015235098'],CN107231677
['CN108309294'],WO2020133427
['WO2018191900'],CN109917956
['US2017177200'],CN110046013
['WO2018135753'],CN109584879
['EP3252644'],WO2019232761
['EP2950510'],WO2019067901
['WO2016183389'],US2020125251
['WO2016161152'],AU2019100222
['US2016058376'],AU2019100222
['US2020077026'],CN113727016
['US2016065840'],CN113727018
['WO2018034555'],CN109782976
['EP2985686'],CN108628515
['CN106886991'],CN108765379
['CN101944162'],CN106709232
['CN102819655'],CN106709232
['CN102819656'],CN106709232
['CN103295176'],CN106709232
['WO2018016741'],EP3667480
['US2011302414'],US2016306926
['US2014101273'],US2016306926
['CN104917769'],CN107862192
['WO2014105752'],US2017061093
['US2015358498'],CN107911623
['US2012182377'],CN104349107
['US2011227739'],CN104050582
['US2012166546'],US2015155010
['CN106875030'],CN108335237
['US2018062691'],US2018246639
['EP2950510'],US2018246639
['WO2013116812'],US2019117263
['WO2013116812'],US2019117263
['WO2013116812'],US2019117263
['US2016035323'],US2019050964
['EP3272293'],WO2021177564
['EP3340249'],US10924446
['CN107506603'],CN110703965
['US2016139787'],WO2021037005
['EP2405336'],US2012194505
['WO2015048327'],CN109512457
['US2016313764'],WO2020045795
['WO2011116340'],WO2014110280
['WO2018034555'],CN109656439
['WO2018034555'],CN109656439
['WO2018016741'],EP3667481
['WO2018016741'],EP3667481
['CN107038336'],CN108735273
['CN106503471'],CN108735273
['US2012004902'],US9804768
['US2016054569'],WO2020247863
['US2016065840'],WO2018213500
['US2016065840'],WO2020150659
['EP3396618'],WO2020150659
['US2017123487'],CN107300975
['EP2405336'],US2019380792
['CN102063665'],US2013179826
['CN103533292'],CN107124661
['US9720934'],AU2018101226
['CN107229831'],CN108454562
['CN106951703'],CN110570866
['CN103440605'],CN110742578
['KR2018081353'],CN109298819
['US2015199555'],CN109976615
['WO2016036143'],WO2019146942
['KR2010119103'],WO2020130349
['CN107485462'],CN113449125
['EP2980548'],CN106667449
['CN105232008'],CN107341797
['US2016313877'],CN108132736
['US2018345078'],WO2021249073
['US2015220299'],CN110543287
['CN104268814'],CN107145734
['CN102880776'],CN109378084
['CN108417263'],CN109378084
['CN102880776'],CN109378084
['CN108417263'],CN109378084
['WO2015156640'],CN107704777
['EP3010238'],WO2017065394
['CN104305989'],CN105708444
['CN102819656'],CN107229831
['CN104240171'],CN107229831
['CN105678671'],CN107229831
['CN105825066'],CN107229831
['CN106709232'],CN107229831
['CN106529155'],CN109448828
['CN106780229'],CN109448828
['EP3305232'],EP3336848
['EP3305232'],EP3336848
['CN101937489'],CN104123690
['CN106326661'],CN107638194
['WO2011001302'],US2019387991
['CN109670334'],CN110472430
['CN110010213'],CN110472430
['CN109326337'],CN110457958
['CN109670334'],CN110457958
['CN206414264'],CN109189530
['US2013285836'],US2018322522
['WO2018182734'],US2020184730
['US2016062552'],CN106325672
['WO2015102464'],US2020112711
['WO2016179370'],WO2019173878
['CN101950389'],CN107644241
['EP2804088'],EP3293622
['US2009279758'],US2014023251
['JP2012164071'],KR1852774
['CN109473150'],CN110087135
['US2009279758'],US2011164794
['CN102393878'],CN105868573
['US2012095357'],US2019259495
['US2013197322'],US2019259495
['WO2017133485'],CN108712390
['US2014288391'],WO2017020115
['WO2012171025'],WO2017020115
['WO2014145444'],US2019336401
['US2015100890'],CN108537027
['CN111199187'],CN111657918
['US2019027526'],CN110235433
['CN102682210'],CN103838972
['CN106980608'],CN108460012
['CN101937489'],CN106650188
['CN106383853'],CN108021553
['CN201780586'],CN103984512
['CN109524068'],CN111191103
['CN107368750'],CN109525671
['CN109510712'],CN110647765
['CN104899469'],CN109215800
['CN102346814'],CN106503424
['CN103514375'],CN106503424
['WO2016100073'],CN106503424
['CN106446526'],WO2019015369
['EP3239879'],US2019347463
['CN106473750'],CN109919050
['CN109166608'],CN110414395
['CN108257674'],CN110189306
['CN110957043'],CN112233112
['US2014307044'],CN108632668
['US2014313303'],CN109783709
['WO2010111489'],CN111314486
['WO2020040572'],CN112995951
['CN110909870'],CN112261023
['CN108520769'],CN111739618
['EP3109590'],CN109754603
['CN203280490'],CN103745056
['CN104462853'],CN110867224
['CN108986872'],CN110867224
['CN201788510'],CN110867224
['CN104462853'],CN110867224
['CN108986872'],CN110867224
['CN201788510'],CN110867224
['WO2020204523'],WO2022082689
['WO2018184570'],WO2020253383
['CN206619138'],CN108665947
['CN101669815'],CN106296762
['CN109460473'],CN111291550
['US2011306864'],US2018243586
['WO2015021381'],CN108256478
['EP3370175'],WO2022097112
['CN202435464'],CN103357174
['WO2017057912'],CN109189414
['EP3293723'],CN108769780
['GB2503707'],DE102016100430
['US2018307859'],WO2020221778
['US2013072770'],US2015042264
['WO2016094330'],CN112085061
['US2011202370'],CN104504513
['US2012014559'],US2018314906
['WO2010140588'],EP2639765
['CN106682401'],CN111124239
['US2010179827'],US2015227697
['WO2013096766'],KR1882696
['US2011072379'],WO2015123012
['CN106980608'],CN109770925
['CN204813796'],CN107561037
['US2014004493'],CN107589840
['CN108577886'],CN110477956
['WO2016094330'],US11270797
['US10171671'],US11272054
['CN102961129'],CN108090509
['US2009318779'],US10091463
['US2011190593'],US10091463
['US2012323591'],US10091463
['US2013346103'],US10467214
['US8429179'],US2020210618
['US8429179'],US2020210618
['JP2012071054'],US2016135696
['US9051043'],US2017316376
['US9051043'],US2017316699
['US8667072'],US2020153969
['US2012020452'],CN104240180
['US2010284588'],US2015086095
['US2015142701'],US9471877
['US9615066'],US2019196428
['WO2017115361'],WO2019035133
['US2013072770'],US10263432
['WO2016199121'],WO2016199123
['WO2016199121'],WO2016199123
['WO2014065338'],CN107361793
['WO2013153921'],CN107291250
['US2013072770'],US2015333572
['US2013072770'],US2015123496
['US2016199022'],WO2018050817
['WO2013116812'],EP3251625
['WO2013116812'],EP3251625
['WO2013116812'],EP3251625
['CN111613339'],CN113782134
['US8893293'],US2015135281
['FR3004098'],CN104382549
['US2012253801'],US2018357218
['WO2012040554'],US2019115299
['WO2019039741'],CN110688102
['WO2016200114'],WO2021182937
['CN107193919'],CN110097936
['CN109918671'],CN113158667
['CN108417272'],CN109599177
['CN108648829'],CN109599177
['CN103281530'],CN106937118
['WO2018006152'],WO2020181111
['CN103281530'],CN105554503
['CN109871538'],CN110427493
['CN104166823'],CN108777685
['US9858781'],US2018101842
['US7912991'],US8108692
['WO2016063254'],CN108038128
['CN109637637'],CN110519063
['CN109948367'],CN110519063
['CN109637637'],CN110519063
['CN109948367'],CN110519063
['CN111432405'],CN112073188
['CN109326337'],CN111901302
['CN110321721'],CN111901302
['CN110727737'],CN111901302
['CN109376890'],CN109299804
['CN109886027'],CN112836240
['US2017000415'],US11156965
['CN102370459'],CN103932698
['CN106709269'],CN112925769
['US8165102'],US8897706
['WO2015126095'],DE102015225792
['EP2851001'],CN111839465
['CN103279799'],CN108200176
['US2016063194'],CN108200176
['CN105678098'],CN108200176
['CN106803022'],CN111028954
['CN106909796'],CN111028954
['CN103536287'],CN110166321
['US2013096414'],CN110163877
['US2015105882'],FR3101168
['WO2012108935'],US2013076531
['CN108492887'],CN112347204
['CN104305989'],CN108882212
['CN202515651'],CN107645437
['US2010316276'],US2015127709
['WO2013024435'],US2017013454
['JP2011172150'],CN104301556
['CN102090931'],US9773501
['WO2014063162'],US9773501
['US2016188830'],US9773501
['WO2016130532'],US9773501
['WO2016144784'],US9773501
['US2013072770'],US2016099755
['CN204839545'],WO2022089372
['CN106454203'],CN110706824
['CN107845421'],CN110706824
['CN102370459'],CN104424387
['CN201780586'],CN104571782
['US2017124276'],CN111009105
['CN108665946'],CN110083465
['CN102903068'],CN106095340
['CN102902996'],CN105303343
['CN202478056'],CN105303343
['CN107145744'],CN108461151
['CN101702187'],CN107247876
['CN201497998'],CN107247876
['CN103731362'],CN105141604
['CN107391944'],CN112884494
['CN108628824'],CN109493956
['CN106202883'],CN109192301
['WO2015021381'],CN108961190
['CN201465207'],CN104517021
['WO2017160003'],CN111538583
['US2013208966'],DE102014210233
['WO2012108935'],US2013076532
['US2013072770'],US10243414
['CN107391944'],CN109389498
['CN105162772'],WO2019201154
['CN102855406'],CN106126967
['CN106527377'],CN112330909
['WO2015102464'],CN108064445
['US2011153345'],CN108683558
['US2013211291'],US2017245130
['US2011172741'],US8954030
['WO2017135665'],US2020143804
['CN110415812'],CN111312398
['US2016139787'],CN107168513
['US2015245186'],CN110300447
['US2015245299'],CN108184261
['US2013285836'],US2015170132
['CN201708827'],CN102665075
['US2018191728'],CN109714757
['US2013331036'],US2018027412
['CN101968644'],CN106913945
['CN102657558'],CN106913945
['CN111462851'],CN113811955
['CN102299952'],CN107678293
['CN202206423'],CN107678293
['WO2012108935'],US2016095148
['CN108615560'],CN109616215
['CN105516670'],CN106027684
['CN107341264'],CN111949692
['CN103656760'],CN109657362
['CN104732468'],CN108922579
['US9165360'],CN110378941
['CN102917038'],CN105825046
['EP3573068'],CN111184948
['CN107506590'],CN109102126
['CN107808318'],CN109411045
['CN109215751'],CN110060128
['CN203786547'],CN109314912
['CN106383853'],CN110289058
['CN108538395'],CN110289058
['CN106383853'],CN110289058
['CN108538395'],CN110289058
['CN102509012'],CN109935285
['CN109063507'],CN109935285
['CN102509012'],CN109935285
['CN109063507'],CN109935285
['CN109116751'],CN112528533
['US9051043'],US2018349840
['CN106777935'],CN108389622
['CN107506608'],CN110428899
['CN106951719'],CN109920541
['CN108305690'],CN109920541
['CN106951719'],CN109920541
['CN108305690'],CN109920541
['CN107273682'],CN109360651
['CN105631235'],CN106127380
['WO2016153204'],EP3343825
['US2016323699'],CN110267361
['US2016323699'],CN110225501
['US2016323699'],CN110740438
['US2016323699'],CN110213752
['US2016323699'],CN110213750
['US2016323699'],CN110248345
['US2013331036'],US2021137380
['EP2980548'],CN106725362
['WO2009110702'],WO2008008281
['CN104408677'],CN105373986
['CN105872046'],CN107320123
['CN107341264'],CN109509557
['CN104881463'],CN106021479
['CN103903205'],CN109461485
['CN107391944'],CN109545301
['CN107480451'],CN109545301
['CN108449359'],CN109545301
['CN108665946'],CN109545301
['TW201828242'],CN109545301
['CN107391944'],CN109545301
['CN107480451'],CN109545301
['CN108449359'],CN109545301
['CN108665946'],CN109545301
['TW201828242'],CN109545301
['WO2012131518'],CN108614928
['CN108830216'],CN109885693
['CN101950389'],CN108320789
['CN102185898'],CN106919608
['US2010004023'],US2015223272
['CN106874698'],CN110910690
['CN108898904'],CN110910690
['CN203118262'],CN110910690
['CN106874698'],CN110910690
['CN108898904'],CN110910690
['CN203118262'],CN110910690
['CN101779986'],CN110085314
['CN107506602'],CN110085314
['CN108615560'],CN110085314
['CN101779986'],CN110085314
['CN107506602'],CN110085314
['CN108615560'],CN110085314
['CN107341338'],CN111540435
['CN101782935'],CN102609605
['CN107145744'],CN109189947
['WO2014152305'],CN105718803
['CN106845120'],CN109462637
['CN109036586'],CN109885010
['WO2011073822'],CN113793685
['CN107180155'],CN108805178
['WO2018205921'],CN111277307
['CN110197720'],CN111599470
['CN206482596'],CN110167029
['CN104270452'],CN112788781
['CN105312275'],CN113909207
['US2015009956'],CN109729520
['CN106874698'],CN108986906
['CN205336429'],CN108986906
['WO2018126473'],CN109756278
['CN107391944'],CN109003650
['US2015170504'],WO2017084468
['US2015170504'],WO2017084468
['CN107145744'],CN108897759
['CN106383853'],CN108170716
['WO2020122686'],CN113708804
['CN105787253'],CN107423559
['CN105590287'],CN109215791
['CN110827941'],CN113707252
['CN111667894'],CN113707252
['KR1708238'],CN107682886
['US2012258756'],US2017295542
['US2012258756'],US2017295542
['US2012258756'],US2017295542
['US2012258756'],US2017295542
['US2012258756'],US2017295542
['CN103500271'],CN106027362
['WO2019070822'],WO2020249645
['CN103870545'],CN107229818
['CN102938026'],CN103530517
['CN102982245'],CN103530517
['US2012016184'],US2020398063
['CN109767847'],CN110782983
['CN110021420'],CN110782983
['CN107818828'],CN108898904
['CN106874698'],CN108898904
['CN106777942'],CN107845422
['CN205336429'],CN107845422
['CN107657376'],CN109118353
['CN109671507'],CN110674373
['KR2019058914'],WO2022055024
['WO2018106985'],US2019394174
['WO2013096954'],CN107766930
['US2014207845'],US2016014052
['US2013100958'],US2016014052
['US2014207845'],US2016014052
['US2013100958'],US2016014052
['US2013100958'],US2016014052
['US2014207845'],US2016014052
['US2014207845'],US2016014052
['US2014207845'],US2016014052
['US2013100958'],US2016014052
['US2014207845'],US2016014052
['US2014207845'],US2016014052
['US2013100958'],US2016014052
['US2014207845'],US2016014052
['US2013100958'],US2016014052
['CA2755610'],CN105117587
['US2019362027'],CN111314875
['WO2017155371'],CN110730368
['CN103107925'],CN104698856
['CN105656881'],CN109117662
['CN107273683'],CN109117662
['CN107368750'],CN109117662
['CN107122612'],CN107742535
['WO2012141386'],CN111554373
['CN109116751'],CN110717985
['CN107368697'],CN108919765
['CN103281530'],CN105872545
['CN206301336'],CN107485462
['CN106971059'],CN109272008
['CN103530840'],CN105488162
['WO2012108935'],US2016100444
['WO2017149530'],CN108630294
['CN104699715'],CN108563727
['CN102090931'],US9787941
['WO2014063162'],US9787941
['US2016188830'],US9787941
['WO2016130532'],US9787941
['WO2016144784'],US9787941
['CN101826093'],CN103024334
['CN106971059'],CN109045682
['CN104142957'],CN106295220
['US2016154528'],CN110010132
['CN106991284'],CN108984647
['CN101782852'],CN104598604
['US2013172691'],US2017270765
['US2013231574'],US2017270765
['WO2012170586'],US2017270765
['WO2012170924'],US2017270765
['WO2012171032'],US2017270765
['CN203102058'],CN104833397
['CN103236960'],CN104811358
['WO2017086599'],KR1975319
['CN104468581'],CN105187382
['CN107887029'],CN110051324
['CN106778052'],CN109411060
['CN107451400'],CN109411060
['WO2010045463'],US2011313790
['US2012016184'],US2011313790
['CN201788510'],CN102682210
['CN106778052'],CN107480443
['CN107506602'],CN110473631
['CN201886477'],CN102609619
['CN109377470'],CN112932535
['KR2015085943'],WO2019062846
['CN102370459'],WO2017130083
['WO2019240426'],US2021278466
['CN105095424'],CN106202254
['CN107194191'],CN109325894
['CN112001177'],CN112732934
['WO2014145695'],CN105578472
['CN109920501'],CN110377756
['CN201601782'],CN102572400
['CN202102440'],CN102572400
['CN103514375'],CN106446025
['US2012203574'],US2014200908
['CN105095622'],CN107730391
['EP2894555'],CN110460721
['US2016323699'],CN110225502
['US2016323699'],CN110225503
['KR1876125'],CN110234015
['CN105353870'],CN108322233
['CN105844098'],CN109509542
['US2015205976'],DE102016200631
['US2015061970'],CN107085508
['US2015264138'],CN108737454
['WO2016111537'],CN106507282
['WO2016111537'],CN106507282
['CN106971059'],CN109078320
['WO2011161160'],CN105681616
['WO2012108935'],US2016088372
['CN107391944'],CN110321721
['CN109326337'],CN110321721
['CN109509518'],CN110321721
['CN104166823'],CN110321721
['CN104200177'],CN110321721
['CN107391944'],CN110321721
['CN109326337'],CN110321721
['CN109509518'],CN110321721
['CN104166823'],CN110321721
['CN104200177'],CN110321721
['CN104840194'],CN106326639
['KR1450784'],CN107845424
['US2016323699'],CN110505611
['WO2015145424'],WO2018031581
['CN208622135'],CN110209669
['US2016029160'],US2019373433
['WO2018152410'],CN111588476
['CN102467610'],CN105787266
['CN107145744'],CN108182973
['CN102299952'],CN108156196
['CN103051731'],CN108156196
['CN103942402'],CN108156196
['CN104683474'],CN108156196
['CN103699808'],CN104504119
['US2010312779'],CN104504119
['US2011313790'],CN104484845
['CN101669815'],CN102289500
['CN101944162'],CN107563127
['CN102509012'],CN107563127
['CN102819656'],CN107563127
['US2018213166'],CN110266794
['CN103942454'],CN110801205
['CN105447308'],CN110801205
['CN106971059'],CN109260566
['CN110957015'],CN111292820
['US2015327007'],CN107222585
['CN107846462'],CN108924219
['CN109116751'],CN110032168
['CN103886415'],CN104091244
['CN102890813'],CN107562732
['CN205581542'],CN108848131
['CN205581542'],CN108848130
['CN206619138'],CN109342154
['WO2016038498'],US2020009321
['US2018211012'],CN109346184
['US2012180064'],US2012110582
['US2013011042'],US2018199827
['US2013301901'],US2018199827
['US2014135616'],WO2014149079
['US2010070249'],US2016133015
['EP3028750'],US2019294247
['US2012180064'],US2012222032
['US2010070249'],US2016113528
['CN103281530'],CN107071422
['US2011055240'],US2016140203
['US2011055240'],US2016140203
['US2013192071'],US2020069240
['US2013192071'],US2020069240
['US2013192071'],US2020069240
['US2013172691'],US2018114288
['CN111524571'],CN113077866
['CN204318733'],US2019037020
['US2013208966'],US2017091385
['WO2013022890'],US2014322686
['WO2011027535'],WO2014155727
['WO2011027535'],WO2014155727
['WO2016144102'],WO2020051361
['WO2017079758'],CN111773532
['US2009259336'],WO2021146531
['WO2010114257'],EP2770452
['CN108492887'],CN110379520
['DE102011107795'],DE102016111971
['CN205920488'],CN111431919
['CN105678098'],CN107463768
['WO2019157078'],CN113539476
['US2016065840'],US2016360100
['WO2010082246'],US2019073772
['WO2011011751'],WO2014143997
['CN101986664'],CN102594884
['US8429179'],US2019347259
['CN103646492'],US2016206800
['CN202795379'],US2016206800
['US2015058790'],EP3118745
['WO2017107035'],CN113676373
['EP3015969'],US2018136795
['WO2018175891'],WO2021159327
['CN109741803'],CN110263086
['US2015379993'],CN107122179
['WO2015144931'],US11328319
['US2015169183'],CN112685114
['US8047652'],WO2013059331
['US2013090938'],WO2013059331
['US2014257047'],US2018152469
['CN107038336'],CN108038107
['WO2019033017'],WO2021180197
['US2018017652'],CN112986881
['CN206414261'],CN108553082
['US2010312779'],DE102018008923
['WO2012108935'],US2013281798
['US8429179'],US2016140172
['CN201912238'],CN102908122
['KR2020049503'],US2021407648
['WO2012061452'],WO2015114834
['CN111081325'],CN111816300
['CN108461111'],CN110321558
['CN106875030'],CN109118374
['US2013011042'],US2013010094
['US2013301901'],US2013010094
['US2012166211'],KR1287382
['CN108447534'],CN111710383
['CN110162779'],CN111710383
['CN110223742'],CN111710383
['CN110277149'],CN111710383
['CN110491499'],CN111710383
['CN101782852'],CN103513970
['US8429179'],US10536352
['US2014013219'],CN106548178
['US2010094618'],WO2011106776
['US2013011042'],WO2013009709
['US2013301901'],WO2013009709
['CN109388807'],CN110135427
['CN106095913'],CN109710670
['CN107341264'],CN109710670
['CN108538395'],CN109710670
['CN108711443'],CN109710670
['CN106095913'],CN109710670
['CN107341264'],CN109710670
['CN108538395'],CN109710670
['CN108711443'],CN109710670
['CN103034775'],CN104820697
['CN104219275'],CN104820697
['CN103247035'],CN110101362
['CN110866401'],CN111310766
['CN106875275'],CN107862567
['CN110727737'],CN113098890
['CN106169165'],CN107591204
['CN106529177'],CN107591204
['CN106484674'],CN109378064
['CN103856561'],CN108363321
['CN104580377'],CN108363321
['CN108334490'],CN109241525
['CN109036553'],CN109994211
['CN107749313'],CN109741754
['US8429179'],US2015134676
['US2020027456'],WO2021177499
['US2012016184'],US2017238055
['CN107145744'],CN110427491
['CN109213871'],CN110427491
['CN107145744'],CN110427491
['CN109213871'],CN110427491
['CN107391944'],CN113192586
['CN111816271'],CN113192586
['CN107391944'],CN113192586
['CN111816271'],CN113192586
['CN107145744'],CN108492887
['CN108170677'],CN110674244
['CN105662457'],CN113345471
['CN106383853'],CN106934038
['US9720934'],WO2015141892
['CN110705293'],CN112613273
['CN108806767'],CN112349399
['CN104504287'],CN113240518
['US2010070249'],US2016110517
['WO2014084398'],US2016110517
['WO2014084398'],US2016110517
['US2016292876'],CN108665495
['CN111445968'],CN113505599
['WO2016195328'],WO2021107513
['CN107833629'],CN110164519
['CN109378066'],CN110164519
['CN107833629'],CN110164519
['CN109378066'],CN110164519
['CN102456222'],CN104574361
['WO2009128000'],CN107837072
['CN110570924'],CN113456219
['US2013262357'],US11177041
['CN107578798'],CN112530534
['CN110459282'],CN112530534
['CN107578798'],CN112530534
['CN110459282'],CN112530534
['CN109754852'],CN110277165
['WO2012112407'],CN104182601
['EP3239879'],CN108765664
['CN106529552'],CN109784361
['CN106383853'],CN108491472
['WO2018199542'],WO2021045599
['CN106383853'],CN108009156
['CN107392091'],CN109002853
['US2010179827'],US2010145720
['CN104268144'],CN105893597
['CN104572675'],CN105893597
['CN104881463'],CN105893597
['CN104217117'],CN109886610
['CN109523044'],CN111260097
['CN112951443'],CN113871019
['CN102436555'],CN109522529
['CN107180155'],CN110090012
['CN206548612'],CN109124765
['WO2018006152'],CN109872773
['WO2020077352'],CN112336381
['US2014307044'],KR2021133472
['CN106383853'],CN109344250
['CN107578798'],CN109344250
['EP3010238'],CN106681906
['CN103530513'],CN108170677
['CN106484674'],CN109034066
['CN106709269'],CN110019477
['WO2010124137'],WO2015141724
['CN102622759'],CN109308717
['CN107038336'],CN108877924
['WO2019200410'],WO2021110987
['CN109949885'],CN110491477
['CN103227926'],CN107333133
['CN102622759'],CN109410257
['CN104866717'],CN107436994
['US2011258231'],CN107169281
['CN108288502'],CN110767279
['KR2015099132'],WO2019103368
['CN107579979'],CN110086608
['CN107579979'],CN110086608
['CN106980608'],CN109471895
['CN108231201'],CN110189327
['CN102961129'],CN110897627
['CN106682397'],CN110085287
['CN108447534'],CN110085287
['CN106682397'],CN110085287
['CN108447534'],CN110085287
['CN109460473'],CN110688487
